Train Episode: 1	Loss: 0.946304	Accuracy: 0.625	 Current training data: 650
Train Episode: 2	Loss: 1.015003	Accuracy: 0.550	 Current training data: 650
Train Episode: 3	Loss: 0.836133	Accuracy: 0.640	 Current training data: 650
Train Episode: 4	Loss: 1.034822	Accuracy: 0.590	 Current training data: 650
Train Episode: 5	Loss: 1.067994	Accuracy: 0.555	 Current training data: 650
Train Episode: 6	Loss: 0.918498	Accuracy: 0.555	 Current training data: 650
Train Episode: 7	Loss: 1.113684	Accuracy: 0.520	 Current training data: 650
Train Episode: 8	Loss: 1.291440	Accuracy: 0.545	 Current training data: 650
Train Episode: 9	Loss: 1.285929	Accuracy: 0.505	 Current training data: 650
Train Episode: 10	Loss: 1.145952	Accuracy: 0.485	 Current training data: 650
Train Episode: 11	Loss: 1.550003	Accuracy: 0.315	 Current training data: 650
Train Episode: 12	Loss: 1.261679	Accuracy: 0.595	 Current training data: 650
Train Episode: 13	Loss: 1.587249	Accuracy: 0.495	 Current training data: 650
Train Episode: 14	Loss: 1.129825	Accuracy: 0.505	 Current training data: 650
Train Episode: 15	Loss: 1.207891	Accuracy: 0.570	 Current training data: 650
Train Episode: 16	Loss: 1.367617	Accuracy: 0.430	 Current training data: 650
Train Episode: 17	Loss: 1.257500	Accuracy: 0.435	 Current training data: 650
Train Episode: 18	Loss: 1.243327	Accuracy: 0.475	 Current training data: 650
Train Episode: 19	Loss: 1.258092	Accuracy: 0.455	 Current training data: 650
Train Episode: 20	Loss: 1.003538	Accuracy: 0.600	 Current training data: 650
