Train Episode: 1	Loss: 3384441745440768.000000	Accuracy: 0.380	 Current training data per class: 20
Train Episode: 2	Loss: 2616766208.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 3	Loss: 6031505620992.000000	Accuracy: 0.160	 Current training data per class: 20
Train Episode: 4	Loss: 2.248804	Accuracy: 0.400	 Current training data per class: 20
Train Episode: 5	Loss: 188886761472.000000	Accuracy: 0.000	 Current training data per class: 20
Train Episode: 6	Loss: 173291503616.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 20
Train Episode: 8	Loss: 3.832163	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 9	Loss: 730.702271	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 10	Loss: 20.033018	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 11	Loss: 79454961664.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 12	Loss: 9786.521484	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 13	Loss: 801.309937	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 14	Loss: 6342.167969	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 15	Loss: 97983502041608689287168.000000	Accuracy: 0.210	 Current training data per class: 20
Train Episode: 16	Loss: 396.747925	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 17	Loss: 4933054464.000000	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 18	Loss: 880518955008.000000	Accuracy: 0.300	 Current training data per class: 20
Train Episode: 19	Loss: 15599.583984	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 20	Loss: 1.444299	Accuracy: 0.400	 Current training data per class: 20
