Train Episode: 1	Loss: 1.610996	Accuracy: 0.240	 Current training data per class: 170
Train Episode: 2	Loss: 1.628694	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 3	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 4	Loss: 3.789692	Accuracy: 0.170	 Current training data per class: 170
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 6	Loss: 1.722422	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 7	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 8	Loss: 1.623954	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 9	Loss: 3.817150	Accuracy: 0.010	 Current training data per class: 170
Train Episode: 10	Loss: 1.656480	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 11	Loss: 1.682616	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 12	Loss: 1.396931	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 13	Loss: 1.622801	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 14	Loss: 1.671997	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 15	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 16	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 17	Loss: 1.588404	Accuracy: 0.250	 Current training data per class: 170
Train Episode: 18	Loss: 1.344860	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 20	Loss: 1.405094	Accuracy: 0.400	 Current training data per class: 170
