Train Episode: 1	Loss: 2.178899	Accuracy: 0.230	 Current training data per class: 5
Train Episode: 2	Loss: 4.364814	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 3	Loss: 2.108497	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 4	Loss: 1.893476	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 5	Loss: 2.531390	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 6	Loss: 3.130168	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 7	Loss: 4.781486	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 8	Loss: 2.392115	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 9	Loss: 2.121861	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 10	Loss: 2.275690	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 11	Loss: 2.419181	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 12	Loss: 5.272601	Accuracy: 0.460	 Current training data per class: 5
Train Episode: 13	Loss: 2.046217	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 14	Loss: 2.190910	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 15	Loss: 2.697056	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 16	Loss: 2.497240	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 17	Loss: 2.445746	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 18	Loss: 2.366089	Accuracy: 0.180	 Current training data per class: 5
Train Episode: 19	Loss: 2.781523	Accuracy: 0.180	 Current training data per class: 5
Train Episode: 20	Loss: 1.655756	Accuracy: 0.400	 Current training data per class: 5
