Train Episode: 1	Loss: 1.378969	Accuracy: 0.380	 Current training data: 30
Train Episode: 2	Loss: 1.794271	Accuracy: 0.190	 Current training data: 30
Train Episode: 3	Loss: 1.637170	Accuracy: 0.320	 Current training data: 30
Train Episode: 4	Loss: 1.543449	Accuracy: 0.370	 Current training data: 30
Train Episode: 5	Loss: 1.688902	Accuracy: 0.200	 Current training data: 30
Train Episode: 6	Loss: 1.905735	Accuracy: 0.200	 Current training data: 30
Train Episode: 7	Loss: 1.640805	Accuracy: 0.250	 Current training data: 30
Train Episode: 8	Loss: 1.304570	Accuracy: 0.540	 Current training data: 30
Train Episode: 9	Loss: 1.567241	Accuracy: 0.330	 Current training data: 30
Train Episode: 10	Loss: 1.743849	Accuracy: 0.240	 Current training data: 30
Train Episode: 11	Loss: 1.164882	Accuracy: 0.510	 Current training data: 30
Train Episode: 12	Loss: 1.702522	Accuracy: 0.270	 Current training data: 30
Train Episode: 13	Loss: 1.775132	Accuracy: 0.210	 Current training data: 30
Train Episode: 14	Loss: 1.722879	Accuracy: 0.180	 Current training data: 30
Train Episode: 15	Loss: 1.323277	Accuracy: 0.430	 Current training data: 30
Train Episode: 16	Loss: 1.581222	Accuracy: 0.440	 Current training data: 30
Train Episode: 17	Loss: 1.585971	Accuracy: 0.410	 Current training data: 30
Train Episode: 18	Loss: 1.691898	Accuracy: 0.200	 Current training data: 30
Train Episode: 19	Loss: 1.834416	Accuracy: 0.200	 Current training data: 30
Train Episode: 20	Loss: 1.611644	Accuracy: 0.420	 Current training data: 30
