Train Episode: 1	Loss: 1.344081	Accuracy: 0.400	 Current training data per class: 140
Train Episode: 2	Loss: 1.777175	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 3	Loss: 2.491289	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 4	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 5	Loss: 3.850148	Accuracy: 0.180	 Current training data per class: 140
Train Episode: 6	Loss: 3.850148	Accuracy: 0.140	 Current training data per class: 140
Train Episode: 7	Loss: 1.624884	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 8	Loss: 1.871088	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 9	Loss: 1.620877	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 10	Loss: 1.792095	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 11	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 12	Loss: 1.646191	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 13	Loss: 2.297256	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 14	Loss: 3.850148	Accuracy: 0.150	 Current training data per class: 140
Train Episode: 15	Loss: 1.695408	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 16	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 17	Loss: 1.617859	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 18	Loss: 1.456787	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 19	Loss: 1.622021	Accuracy: 0.200	 Current training data per class: 140
Train Episode: 20	Loss: 3.809956	Accuracy: 0.410	 Current training data per class: 140
