Train Episode: 1	Loss: 1.642620	Accuracy: 0.580	 Current training data per class: 250
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 250
Train Episode: 3	Loss: 1.776225	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 4	Loss: 2.253384	Accuracy: 0.300	 Current training data per class: 250
Train Episode: 5	Loss: 1.715849	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 6	Loss: 1.637724	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 7	Loss: 1.726328	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 8	Loss: 1.669680	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 9	Loss: 2.232523	Accuracy: 0.250	 Current training data per class: 250
Train Episode: 10	Loss: 1.624520	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 11	Loss: 1.649474	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 12	Loss: 1.645538	Accuracy: 0.400	 Current training data per class: 250
Train Episode: 13	Loss: 1.919414	Accuracy: 0.180	 Current training data per class: 250
Train Episode: 14	Loss: 1.630258	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 15	Loss: 1.647321	Accuracy: 0.280	 Current training data per class: 250
Train Episode: 16	Loss: 1.969024	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 17	Loss: 2.199008	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 18	Loss: 1.461577	Accuracy: 0.400	 Current training data per class: 250
Train Episode: 19	Loss: 2.114245	Accuracy: 0.200	 Current training data per class: 250
Train Episode: 20	Loss: 1.548029	Accuracy: 0.400	 Current training data per class: 250
