Train Episode: 1	Loss: 1.480328	Accuracy: 0.470	 Current training data: 50
Train Episode: 2	Loss: 1.564267	Accuracy: 0.350	 Current training data: 50
Train Episode: 3	Loss: 1.707360	Accuracy: 0.200	 Current training data: 50
Train Episode: 4	Loss: 1.431074	Accuracy: 0.320	 Current training data: 50
Train Episode: 5	Loss: 1.429174	Accuracy: 0.310	 Current training data: 50
Train Episode: 6	Loss: 1.256924	Accuracy: 0.490	 Current training data: 50
Train Episode: 7	Loss: 1.647527	Accuracy: 0.290	 Current training data: 50
Train Episode: 8	Loss: 1.439972	Accuracy: 0.410	 Current training data: 50
Train Episode: 9	Loss: 1.448477	Accuracy: 0.250	 Current training data: 50
Train Episode: 10	Loss: 1.438982	Accuracy: 0.350	 Current training data: 50
Train Episode: 11	Loss: 1.612388	Accuracy: 0.270	 Current training data: 50
Train Episode: 12	Loss: 1.008304	Accuracy: 0.560	 Current training data: 50
Train Episode: 13	Loss: 1.208232	Accuracy: 0.480	 Current training data: 50
Train Episode: 14	Loss: 1.124494	Accuracy: 0.540	 Current training data: 50
Train Episode: 15	Loss: 1.396152	Accuracy: 0.360	 Current training data: 50
Train Episode: 16	Loss: 1.288272	Accuracy: 0.540	 Current training data: 50
Train Episode: 17	Loss: 1.605941	Accuracy: 0.360	 Current training data: 50
Train Episode: 18	Loss: 1.352616	Accuracy: 0.390	 Current training data: 50
Train Episode: 19	Loss: 1.475785	Accuracy: 0.340	 Current training data: 50
Train Episode: 20	Loss: 1.734530	Accuracy: 0.220	 Current training data: 50
