Train Episode: 1	Loss: 0.896905	Accuracy: 0.580	 Current training data: 80
Train Episode: 2	Loss: 0.647048	Accuracy: 0.740	 Current training data: 80
Train Episode: 3	Loss: 0.744907	Accuracy: 0.720	 Current training data: 80
Train Episode: 4	Loss: 1.034307	Accuracy: 0.650	 Current training data: 80
Train Episode: 5	Loss: 1.040811	Accuracy: 0.680	 Current training data: 80
Train Episode: 6	Loss: 0.700030	Accuracy: 0.810	 Current training data: 80
Train Episode: 7	Loss: 0.392502	Accuracy: 0.870	 Current training data: 80
Train Episode: 8	Loss: 0.315424	Accuracy: 0.890	 Current training data: 80
Train Episode: 9	Loss: 1.225710	Accuracy: 0.650	 Current training data: 80
Train Episode: 10	Loss: 0.603170	Accuracy: 0.800	 Current training data: 80
Train Episode: 11	Loss: 1.006128	Accuracy: 0.760	 Current training data: 80
Train Episode: 12	Loss: 0.757503	Accuracy: 0.770	 Current training data: 80
Train Episode: 13	Loss: 1.083309	Accuracy: 0.690	 Current training data: 80
Train Episode: 14	Loss: 0.647103	Accuracy: 0.820	 Current training data: 80
Train Episode: 15	Loss: 0.783309	Accuracy: 0.790	 Current training data: 80
Train Episode: 16	Loss: 0.667658	Accuracy: 0.720	 Current training data: 80
Train Episode: 17	Loss: 0.512010	Accuracy: 0.870	 Current training data: 80
Train Episode: 18	Loss: 0.662616	Accuracy: 0.720	 Current training data: 80
Train Episode: 19	Loss: 0.359427	Accuracy: 0.910	 Current training data: 80
Train Episode: 20	Loss: 0.510048	Accuracy: 0.770	 Current training data: 80
