Train Episode: 1	Loss: 0.802596	Accuracy: 0.700	 Current training data: 90
Train Episode: 2	Loss: 1.500046	Accuracy: 0.370	 Current training data: 90
Train Episode: 3	Loss: 1.520102	Accuracy: 0.380	 Current training data: 90
Train Episode: 4	Loss: 0.915451	Accuracy: 0.710	 Current training data: 90
Train Episode: 5	Loss: 1.162511	Accuracy: 0.500	 Current training data: 90
Train Episode: 6	Loss: 1.372743	Accuracy: 0.360	 Current training data: 90
Train Episode: 7	Loss: 1.263364	Accuracy: 0.510	 Current training data: 90
Train Episode: 8	Loss: 0.615015	Accuracy: 0.760	 Current training data: 90
Train Episode: 9	Loss: 0.994881	Accuracy: 0.510	 Current training data: 90
Train Episode: 10	Loss: 1.192264	Accuracy: 0.460	 Current training data: 90
Train Episode: 11	Loss: 0.573438	Accuracy: 0.830	 Current training data: 90
Train Episode: 12	Loss: 1.107213	Accuracy: 0.550	 Current training data: 90
Train Episode: 13	Loss: 1.278611	Accuracy: 0.460	 Current training data: 90
Train Episode: 14	Loss: 1.220211	Accuracy: 0.550	 Current training data: 90
Train Episode: 15	Loss: 0.802222	Accuracy: 0.680	 Current training data: 90
Train Episode: 16	Loss: 1.011388	Accuracy: 0.600	 Current training data: 90
Train Episode: 17	Loss: 1.237370	Accuracy: 0.500	 Current training data: 90
Train Episode: 18	Loss: 0.898212	Accuracy: 0.680	 Current training data: 90
Train Episode: 19	Loss: 1.463703	Accuracy: 0.320	 Current training data: 90
Train Episode: 20	Loss: 1.141271	Accuracy: 0.530	 Current training data: 90
