Train Episode: 1	Loss: 0.704644	Accuracy: 0.475	 Current training data: 40
Train Episode: 2	Loss: 0.674753	Accuracy: 0.575	 Current training data: 40
Train Episode: 3	Loss: 0.751068	Accuracy: 0.575	 Current training data: 40
Train Episode: 4	Loss: 0.644237	Accuracy: 0.650	 Current training data: 40
Train Episode: 5	Loss: 0.834871	Accuracy: 0.525	 Current training data: 40
Train Episode: 6	Loss: 0.660944	Accuracy: 0.650	 Current training data: 40
Train Episode: 7	Loss: 0.737504	Accuracy: 0.575	 Current training data: 40
Train Episode: 8	Loss: 0.727912	Accuracy: 0.575	 Current training data: 40
Train Episode: 9	Loss: 0.686334	Accuracy: 0.575	 Current training data: 40
Train Episode: 10	Loss: 0.726856	Accuracy: 0.525	 Current training data: 40
Train Episode: 11	Loss: 0.712613	Accuracy: 0.575	 Current training data: 40
Train Episode: 12	Loss: 0.737174	Accuracy: 0.500	 Current training data: 40
Train Episode: 13	Loss: 0.713162	Accuracy: 0.575	 Current training data: 40
Train Episode: 14	Loss: 0.718966	Accuracy: 0.525	 Current training data: 40
Train Episode: 15	Loss: 0.625434	Accuracy: 0.725	 Current training data: 40
Train Episode: 16	Loss: 0.708375	Accuracy: 0.500	 Current training data: 40
Train Episode: 17	Loss: 0.673246	Accuracy: 0.575	 Current training data: 40
Train Episode: 18	Loss: 0.673604	Accuracy: 0.550	 Current training data: 40
Train Episode: 19	Loss: 0.715205	Accuracy: 0.550	 Current training data: 40
Train Episode: 20	Loss: 0.696120	Accuracy: 0.525	 Current training data: 40
