Train Episode: 1	Loss: 270.185760	Accuracy: 0.370	 Current training data per class: 20
Train Episode: 2	Loss: 1260.217529	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 3	Loss: 681.605774	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 4	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 20
Train Episode: 6	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 7	Loss: 1228.385132	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 8	Loss: 398.399872	Accuracy: 0.210	 Current training data per class: 20
Train Episode: 9	Loss: 1191.901123	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 20
Train Episode: 11	Loss: 1971.256836	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 12	Loss: 2111.897217	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 13	Loss: 2200.484131	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 14	Loss: 1304.012207	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 15	Loss: 412.621399	Accuracy: 0.120	 Current training data per class: 20
Train Episode: 16	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 20
Train Episode: 17	Loss: 656.574829	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 18	Loss: 298.250244	Accuracy: 0.400	 Current training data per class: 20
Train Episode: 19	Loss: 1404.061890	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 20	Loss: 27894.900391	Accuracy: 0.200	 Current training data per class: 20
