Runner Episode: 1	Loss: 1.709702	Accuracy: 0.320 	 Current Training Data Per Class: 5
Runner Episode: 2	Loss: 2.111288	Accuracy: 0.170 	 Current Training Data Per Class: 5
Runner Episode: 3	Loss: 1.581335	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 4	Loss: 3.245792	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 5	Loss: 2.096780	Accuracy: 0.210 	 Current Training Data Per Class: 5
Runner Episode: 6	Loss: 2.386934	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 7	Loss: 2.452458	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 8	Loss: 2.814656	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 9	Loss: 1.887614	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 10	Loss: 2.754414	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 11	Loss: 2.835986	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 12	Loss: 2.540061	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 13	Loss: 2.115548	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 14	Loss: 2.184190	Accuracy: 0.210 	 Current Training Data Per Class: 5
Runner Episode: 15	Loss: 2.092407	Accuracy: 0.140 	 Current Training Data Per Class: 5
Runner Episode: 16	Loss: 2.429625	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 17	Loss: 1.504447	Accuracy: 0.510 	 Current Training Data Per Class: 5
Runner Episode: 18	Loss: 2.382007	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 19	Loss: 2.458231	Accuracy: 0.280 	 Current Training Data Per Class: 5
Runner Episode: 20	Loss: 2.400094	Accuracy: 0.200 	 Current Training Data Per Class: 5
