Train Episode: 1	Loss: 0.446807	Accuracy: 0.820	 Current training data: 150
Train Episode: 2	Loss: 0.231818	Accuracy: 0.940	 Current training data: 150
Train Episode: 3	Loss: 0.182479	Accuracy: 0.940	 Current training data: 150
Train Episode: 4	Loss: 0.244411	Accuracy: 0.910	 Current training data: 150
Train Episode: 5	Loss: 0.116786	Accuracy: 0.960	 Current training data: 150
Train Episode: 6	Loss: 0.160517	Accuracy: 0.950	 Current training data: 150
Train Episode: 7	Loss: 0.176294	Accuracy: 0.960	 Current training data: 150
Train Episode: 8	Loss: 0.139476	Accuracy: 0.960	 Current training data: 150
Train Episode: 9	Loss: 0.106724	Accuracy: 0.970	 Current training data: 150
Train Episode: 10	Loss: 0.156824	Accuracy: 0.920	 Current training data: 150
Train Episode: 11	Loss: 0.077314	Accuracy: 0.970	 Current training data: 150
Train Episode: 12	Loss: 0.221912	Accuracy: 0.920	 Current training data: 150
Train Episode: 13	Loss: 0.119133	Accuracy: 0.950	 Current training data: 150
Train Episode: 14	Loss: 0.055185	Accuracy: 0.990	 Current training data: 150
Train Episode: 15	Loss: 0.207316	Accuracy: 0.940	 Current training data: 150
Train Episode: 16	Loss: 0.367857	Accuracy: 0.860	 Current training data: 150
Train Episode: 17	Loss: 0.191153	Accuracy: 0.940	 Current training data: 150
Train Episode: 18	Loss: 0.112816	Accuracy: 0.970	 Current training data: 150
Train Episode: 19	Loss: 0.100817	Accuracy: 0.980	 Current training data: 150
Train Episode: 20	Loss: 0.024978	Accuracy: 1.000	 Current training data: 150
