Train Episode: 1	Loss: 3481237.750000	Accuracy: 0.320	 Current training data per class: 275
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 3	Loss: 466.686432	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 4	Loss: 1161.826660	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 5	Loss: 113.810486	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 6	Loss: 2665.608643	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 7	Loss: 2185.729736	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 8	Loss: 1165.805664	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 9	Loss: 7.581471	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 12	Loss: 5.072466	Accuracy: 0.400	 Current training data per class: 275
Train Episode: 13	Loss: 89.902649	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 14	Loss: 152.423462	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 15	Loss: 6.944781	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 16	Loss: 1324396160.000000	Accuracy: 0.290	 Current training data per class: 275
Train Episode: 17	Loss: 4.155907	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 18	Loss: 8539282.000000	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 19	Loss: 92.534691	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 20	Loss: 6.040682	Accuracy: 0.400	 Current training data per class: 275
