Train Episode: 1	Loss: 1.189242	Accuracy: 0.410	 Current training data: 90
Train Episode: 2	Loss: 0.919804	Accuracy: 0.670	 Current training data: 90
Train Episode: 3	Loss: 0.995258	Accuracy: 0.550	 Current training data: 90
Train Episode: 4	Loss: 0.909578	Accuracy: 0.630	 Current training data: 90
Train Episode: 5	Loss: 1.466427	Accuracy: 0.510	 Current training data: 90
Train Episode: 6	Loss: 0.986227	Accuracy: 0.620	 Current training data: 90
Train Episode: 7	Loss: 1.495203	Accuracy: 0.400	 Current training data: 90
Train Episode: 8	Loss: 0.886806	Accuracy: 0.670	 Current training data: 90
Train Episode: 9	Loss: 0.927326	Accuracy: 0.660	 Current training data: 90
Train Episode: 10	Loss: 1.413809	Accuracy: 0.390	 Current training data: 90
Train Episode: 11	Loss: 2.494996	Accuracy: 0.250	 Current training data: 90
Train Episode: 12	Loss: 1.041364	Accuracy: 0.650	 Current training data: 90
Train Episode: 13	Loss: 0.839223	Accuracy: 0.700	 Current training data: 90
Train Episode: 14	Loss: 1.301505	Accuracy: 0.490	 Current training data: 90
Train Episode: 15	Loss: 1.337545	Accuracy: 0.490	 Current training data: 90
Train Episode: 16	Loss: 1.337191	Accuracy: 0.280	 Current training data: 90
Train Episode: 17	Loss: 1.056950	Accuracy: 0.540	 Current training data: 90
Train Episode: 18	Loss: 0.951563	Accuracy: 0.700	 Current training data: 90
Train Episode: 19	Loss: 1.635375	Accuracy: 0.260	 Current training data: 90
Train Episode: 20	Loss: 1.331988	Accuracy: 0.430	 Current training data: 90
