Train Episode: 1	Loss: 1.421072	Accuracy: 0.430	 Current training data: 50
Train Episode: 2	Loss: 1.497252	Accuracy: 0.270	 Current training data: 50
Train Episode: 3	Loss: 1.593761	Accuracy: 0.260	 Current training data: 50
Train Episode: 4	Loss: 1.114224	Accuracy: 0.580	 Current training data: 50
Train Episode: 5	Loss: 0.934663	Accuracy: 0.620	 Current training data: 50
Train Episode: 6	Loss: 1.551547	Accuracy: 0.270	 Current training data: 50
Train Episode: 7	Loss: 1.585188	Accuracy: 0.230	 Current training data: 50
Train Episode: 8	Loss: 1.453613	Accuracy: 0.440	 Current training data: 50
Train Episode: 9	Loss: 1.304671	Accuracy: 0.460	 Current training data: 50
Train Episode: 10	Loss: 1.449025	Accuracy: 0.390	 Current training data: 50
Train Episode: 11	Loss: 1.546669	Accuracy: 0.360	 Current training data: 50
Train Episode: 12	Loss: 1.388812	Accuracy: 0.370	 Current training data: 50
Train Episode: 13	Loss: 1.500721	Accuracy: 0.280	 Current training data: 50
Train Episode: 14	Loss: 1.568134	Accuracy: 0.340	 Current training data: 50
Train Episode: 15	Loss: 1.042689	Accuracy: 0.500	 Current training data: 50
Train Episode: 16	Loss: 1.541070	Accuracy: 0.340	 Current training data: 50
Train Episode: 17	Loss: 1.606132	Accuracy: 0.240	 Current training data: 50
Train Episode: 18	Loss: 1.174024	Accuracy: 0.470	 Current training data: 50
Train Episode: 19	Loss: 1.448005	Accuracy: 0.350	 Current training data: 50
Train Episode: 20	Loss: 1.480280	Accuracy: 0.360	 Current training data: 50
