Train Episode: 1	Loss: 4.448675	Accuracy: 0.520	 Current training data per class: 130
Train Episode: 2	Loss: 2.062163	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 130
Train Episode: 4	Loss: 1.567718	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 5	Loss: 1.801209	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 6	Loss: 2.101538	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 7	Loss: 1.516531	Accuracy: 0.310	 Current training data per class: 130
Train Episode: 8	Loss: 3.287148	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 9	Loss: 2.025894	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 10	Loss: 1.737469	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 11	Loss: 1.642970	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 12	Loss: 1.700355	Accuracy: 0.400	 Current training data per class: 130
Train Episode: 13	Loss: 1.750623	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 14	Loss: 2.122545	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 15	Loss: 1.890952	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 16	Loss: 2.156016	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 17	Loss: 1.844070	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 18	Loss: 2.178647	Accuracy: 0.360	 Current training data per class: 130
Train Episode: 19	Loss: 1.618780	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 20	Loss: 1.785492	Accuracy: 0.400	 Current training data per class: 130
