Train Episode: 1	Loss: 1.904129	Accuracy: 0.410	 Current training data per class: 90
Train Episode: 2	Loss: 1.754295	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 3	Loss: 1.642756	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 4	Loss: 1.506724	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 5	Loss: 2.284310	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 6	Loss: 3.365976	Accuracy: 0.260	 Current training data per class: 90
Train Episode: 7	Loss: 1.828657	Accuracy: 0.270	 Current training data per class: 90
Train Episode: 8	Loss: 2.300196	Accuracy: 0.280	 Current training data per class: 90
Train Episode: 9	Loss: 1.699959	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 10	Loss: 1.720132	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 11	Loss: 2.014663	Accuracy: 0.210	 Current training data per class: 90
Train Episode: 12	Loss: 1.229305	Accuracy: 0.460	 Current training data per class: 90
Train Episode: 13	Loss: 1.672096	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 14	Loss: 1.723581	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 15	Loss: 2.001845	Accuracy: 0.320	 Current training data per class: 90
Train Episode: 16	Loss: 1.817543	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 17	Loss: 1.669213	Accuracy: 0.200	 Current training data per class: 90
Train Episode: 18	Loss: 1.339126	Accuracy: 0.400	 Current training data per class: 90
Train Episode: 19	Loss: 1.723021	Accuracy: 0.330	 Current training data per class: 90
Train Episode: 20	Loss: 1.601310	Accuracy: 0.400	 Current training data per class: 90
