Train Episode: 1	Loss: 10.259447	Accuracy: 0.400	 Current training data per class: 110
Train Episode: 2	Loss: 10.325022	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 4	Loss: 2.718465	Accuracy: 0.230	 Current training data per class: 110
Train Episode: 5	Loss: 5.244490	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 6	Loss: 258.545715	Accuracy: 0.330	 Current training data per class: 110
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 8	Loss: 718.741028	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 9	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 11	Loss: 1.932461	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 12	Loss: 1604.137085	Accuracy: 0.020	 Current training data per class: 110
Train Episode: 13	Loss: 46.914589	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 14	Loss: 4.107439	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 15	Loss: 68.484833	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 16	Loss: 3.138184	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 18	Loss: 1.885560	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 20	Loss: 7.580584	Accuracy: 0.200	 Current training data per class: 110
