Train Episode: 1	Loss: 1.465685	Accuracy: 0.440	 Current training data per class: 30
Train Episode: 2	Loss: 1.831044	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 3	Loss: 1.686918	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 4	Loss: 1.590580	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 1.607342	Accuracy: 0.250	 Current training data per class: 30
Train Episode: 6	Loss: 3.849311	Accuracy: 0.180	 Current training data per class: 30
Train Episode: 7	Loss: 1.621115	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 9	Loss: 1.660123	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 10	Loss: 1.631826	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 11	Loss: 1.712700	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 12	Loss: 1.391538	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 1.678050	Accuracy: 0.230	 Current training data per class: 30
Train Episode: 14	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
Train Episode: 15	Loss: 1.661349	Accuracy: 0.290	 Current training data per class: 30
Train Episode: 16	Loss: 1.636927	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 17	Loss: 1.756895	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 18	Loss: 1.428760	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 19	Loss: 1.741870	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
