Train Episode: 1	Loss: 1.517531	Accuracy: 0.570	 Current training data per class: 130
Train Episode: 2	Loss: 1.844102	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 3	Loss: 1.623089	Accuracy: 0.210	 Current training data per class: 130
Train Episode: 4	Loss: 1.355915	Accuracy: 0.400	 Current training data per class: 130
Train Episode: 5	Loss: 1.634995	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 6	Loss: 1.644205	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 7	Loss: 1.561790	Accuracy: 0.340	 Current training data per class: 130
Train Episode: 8	Loss: 1.455787	Accuracy: 0.350	 Current training data per class: 130
Train Episode: 9	Loss: 1.697568	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 10	Loss: 1.802151	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 11	Loss: 7.031681	Accuracy: 0.450	 Current training data per class: 130
Train Episode: 12	Loss: 1.593382	Accuracy: 0.400	 Current training data per class: 130
Train Episode: 13	Loss: 1.880538	Accuracy: 0.240	 Current training data per class: 130
Train Episode: 14	Loss: 1.517367	Accuracy: 0.270	 Current training data per class: 130
Train Episode: 15	Loss: 1.766758	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 16	Loss: 1.662123	Accuracy: 0.350	 Current training data per class: 130
Train Episode: 17	Loss: 1.665356	Accuracy: 0.200	 Current training data per class: 130
Train Episode: 18	Loss: 1.367316	Accuracy: 0.400	 Current training data per class: 130
Train Episode: 19	Loss: 1.656919	Accuracy: 0.210	 Current training data per class: 130
Train Episode: 20	Loss: 1.411793	Accuracy: 0.400	 Current training data per class: 130
