Train Episode: 1	Loss: 0.980557	Accuracy: 0.570	 Current training data per class: 150
Train Episode: 2	Loss: 1.737335	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 3	Loss: 1.643369	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 4	Loss: 1.441969	Accuracy: 0.400	 Current training data per class: 150
Train Episode: 5	Loss: 1.637368	Accuracy: 0.220	 Current training data per class: 150
Train Episode: 6	Loss: 1.828739	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 7	Loss: 1.622740	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 8	Loss: 1.766807	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 9	Loss: 2.047537	Accuracy: 0.190	 Current training data per class: 150
Train Episode: 10	Loss: 1.672711	Accuracy: 0.190	 Current training data per class: 150
Train Episode: 11	Loss: 1.766812	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 12	Loss: 1.776459	Accuracy: 0.400	 Current training data per class: 150
Train Episode: 13	Loss: 1.648803	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 14	Loss: 1.260969	Accuracy: 0.370	 Current training data per class: 150
Train Episode: 15	Loss: 2.862234	Accuracy: 0.240	 Current training data per class: 150
Train Episode: 16	Loss: 6.713388	Accuracy: 0.140	 Current training data per class: 150
Train Episode: 17	Loss: 1.686372	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 18	Loss: 1.729272	Accuracy: 0.400	 Current training data per class: 150
Train Episode: 19	Loss: 1.619358	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 20	Loss: 1.063110	Accuracy: 0.590	 Current training data per class: 150
