Train Episode: 1	Loss: 5.203503	Accuracy: 0.250	 Current training data per class: 30
Train Episode: 2	Loss: 1.857931	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 3	Loss: 1.731070	Accuracy: 0.280	 Current training data per class: 30
Train Episode: 4	Loss: 1.954872	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 1.719949	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 6	Loss: 1.614228	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 7	Loss: 3.754351	Accuracy: 0.030	 Current training data per class: 30
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 9	Loss: 1.630519	Accuracy: 0.190	 Current training data per class: 30
Train Episode: 10	Loss: 1.908275	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 11	Loss: 1.802463	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 12	Loss: 1.616301	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 1.736597	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 14	Loss: 1.801488	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 2.341548	Accuracy: 0.180	 Current training data per class: 30
Train Episode: 16	Loss: 2.277106	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 17	Loss: 1.972394	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 18	Loss: 1.454979	Accuracy: 0.400	 Current training data per class: 30
Train Episode: 19	Loss: 5.319767	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 1.535020	Accuracy: 0.400	 Current training data per class: 30
