Train Episode: 1	Loss: 1.458910	Accuracy: 0.360	 Current training data per class: 10
Train Episode: 2	Loss: 1.713676	Accuracy: 0.370	 Current training data per class: 10
Train Episode: 3	Loss: 1.752343	Accuracy: 0.290	 Current training data per class: 10
Train Episode: 4	Loss: 1.388372	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 5	Loss: 1.644040	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 6	Loss: 1.813573	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 7	Loss: 3.409985	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 8	Loss: 1.700140	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 9	Loss: 14.289221	Accuracy: 0.210	 Current training data per class: 10
Train Episode: 10	Loss: 3.705078	Accuracy: 0.180	 Current training data per class: 10
Train Episode: 11	Loss: 1.635854	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 12	Loss: 2.329162	Accuracy: 0.480	 Current training data per class: 10
Train Episode: 13	Loss: 1.925383	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 14	Loss: 1.839529	Accuracy: 0.340	 Current training data per class: 10
Train Episode: 15	Loss: 1.846720	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 16	Loss: 1.805145	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 17	Loss: 1.400058	Accuracy: 0.320	 Current training data per class: 10
Train Episode: 18	Loss: 1.515553	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 19	Loss: 2.087171	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 20	Loss: 1.438558	Accuracy: 0.540	 Current training data per class: 10
