Train Episode: 1	Loss: 4.883844	Accuracy: 0.600	 Current training data per class: 225
Train Episode: 2	Loss: 1.641904	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 3	Loss: 1.618581	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 4	Loss: 1.360819	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 5	Loss: 1.614263	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 6	Loss: 1.969222	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 7	Loss: 1.623451	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 8	Loss: 1.621361	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 9	Loss: 1.380507	Accuracy: 0.370	 Current training data per class: 225
Train Episode: 10	Loss: 1.613351	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 11	Loss: 2.470357	Accuracy: 0.360	 Current training data per class: 225
Train Episode: 12	Loss: 1.402299	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 13	Loss: 1.310748	Accuracy: 0.360	 Current training data per class: 225
Train Episode: 14	Loss: 1.387427	Accuracy: 0.370	 Current training data per class: 225
Train Episode: 15	Loss: 7.022435	Accuracy: 0.390	 Current training data per class: 225
Train Episode: 16	Loss: 1.922322	Accuracy: 0.320	 Current training data per class: 225
Train Episode: 17	Loss: 1.556781	Accuracy: 0.240	 Current training data per class: 225
Train Episode: 18	Loss: 1.242957	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 19	Loss: 1.613868	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 20	Loss: 1.094454	Accuracy: 0.480	 Current training data per class: 225
