Train Episode: 1	Loss: 1.625527	Accuracy: 0.380	 Current training data per class: 225
Train Episode: 2	Loss: 1.686692	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 3	Loss: 1.624388	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 4	Loss: 1.363373	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 5	Loss: 1.616493	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 6	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 225
Train Episode: 8	Loss: 1.631811	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 9	Loss: 1.661436	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 10	Loss: 1.731918	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 11	Loss: 1.758396	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 12	Loss: 3.850148	Accuracy: 0.020	 Current training data per class: 225
Train Episode: 13	Loss: 1.704585	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 14	Loss: 1.684357	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 15	Loss: 1.614588	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 16	Loss: 3.384589	Accuracy: 0.030	 Current training data per class: 225
Train Episode: 17	Loss: 1.614408	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 18	Loss: 1.371616	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 19	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 20	Loss: 1.338778	Accuracy: 0.400	 Current training data per class: 225
