Train Episode: 1	Loss: 1.382810	Accuracy: 0.330	 Current training data: 60
Train Episode: 2	Loss: 1.551637	Accuracy: 0.530	 Current training data: 60
Train Episode: 3	Loss: 2.433146	Accuracy: 0.300	 Current training data: 60
Train Episode: 4	Loss: 1.549329	Accuracy: 0.350	 Current training data: 60
Train Episode: 5	Loss: 2.326893	Accuracy: 0.250	 Current training data: 60
Train Episode: 6	Loss: 1.359489	Accuracy: 0.530	 Current training data: 60
Train Episode: 7	Loss: 1.437535	Accuracy: 0.490	 Current training data: 60
Train Episode: 8	Loss: 1.459947	Accuracy: 0.470	 Current training data: 60
Train Episode: 9	Loss: 3.897474	Accuracy: 0.490	 Current training data: 60
Train Episode: 10	Loss: 2.016437	Accuracy: 0.220	 Current training data: 60
Train Episode: 11	Loss: 1.591273	Accuracy: 0.450	 Current training data: 60
Train Episode: 12	Loss: 1.727122	Accuracy: 0.510	 Current training data: 60
Train Episode: 13	Loss: 2.153964	Accuracy: 0.310	 Current training data: 60
Train Episode: 14	Loss: 2.818124	Accuracy: 0.340	 Current training data: 60
Train Episode: 15	Loss: 2.529191	Accuracy: 0.200	 Current training data: 60
Train Episode: 16	Loss: 1.659436	Accuracy: 0.390	 Current training data: 60
Train Episode: 17	Loss: 0.828172	Accuracy: 0.620	 Current training data: 60
Train Episode: 18	Loss: 3.752155	Accuracy: 0.210	 Current training data: 60
Train Episode: 19	Loss: 1.902622	Accuracy: 0.450	 Current training data: 60
Train Episode: 20	Loss: 1.771449	Accuracy: 0.350	 Current training data: 60
