Train Episode: 1	Loss: 0.477516	Accuracy: 0.740	 Current training data: 130
Train Episode: 2	Loss: 0.844646	Accuracy: 0.750	 Current training data: 130
Train Episode: 3	Loss: 0.408066	Accuracy: 0.910	 Current training data: 130
Train Episode: 4	Loss: 0.431877	Accuracy: 0.770	 Current training data: 130
Train Episode: 5	Loss: 0.193127	Accuracy: 0.930	 Current training data: 130
Train Episode: 6	Loss: 0.796872	Accuracy: 0.850	 Current training data: 130
Train Episode: 7	Loss: 0.295026	Accuracy: 0.910	 Current training data: 130
Train Episode: 8	Loss: 0.725809	Accuracy: 0.670	 Current training data: 130
Train Episode: 9	Loss: 0.327436	Accuracy: 0.900	 Current training data: 130
Train Episode: 10	Loss: 0.545909	Accuracy: 0.780	 Current training data: 130
Train Episode: 11	Loss: 0.235393	Accuracy: 0.930	 Current training data: 130
Train Episode: 12	Loss: 1.160254	Accuracy: 0.610	 Current training data: 130
Train Episode: 13	Loss: 0.619321	Accuracy: 0.770	 Current training data: 130
Train Episode: 14	Loss: 0.564228	Accuracy: 0.770	 Current training data: 130
Train Episode: 15	Loss: 0.899989	Accuracy: 0.780	 Current training data: 130
Train Episode: 16	Loss: 0.831052	Accuracy: 0.700	 Current training data: 130
Train Episode: 17	Loss: 0.841003	Accuracy: 0.750	 Current training data: 130
Train Episode: 18	Loss: 1.505340	Accuracy: 0.760	 Current training data: 130
Train Episode: 19	Loss: 0.426750	Accuracy: 0.830	 Current training data: 130
Train Episode: 20	Loss: 1.089879	Accuracy: 0.500	 Current training data: 130
