Train Episode: 1	Loss: 1.439898	Accuracy: 0.410	 Current training data per class: 40
Train Episode: 2	Loss: 50.801342	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 3	Loss: 1.623299	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 4	Loss: 1.540028	Accuracy: 0.430	 Current training data per class: 40
Train Episode: 5	Loss: 1.634446	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 6	Loss: 1.610136	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 7	Loss: 1.684229	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 8	Loss: 3.850148	Accuracy: 0.180	 Current training data per class: 40
Train Episode: 9	Loss: 1.624057	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 10	Loss: 1.381104	Accuracy: 0.380	 Current training data per class: 40
Train Episode: 11	Loss: 1.634277	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 12	Loss: 1.388954	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 13	Loss: 1.643691	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 14	Loss: 4.960699	Accuracy: 0.180	 Current training data per class: 40
Train Episode: 15	Loss: 3.182929	Accuracy: 0.180	 Current training data per class: 40
Train Episode: 16	Loss: 5.123943	Accuracy: 0.140	 Current training data per class: 40
Train Episode: 17	Loss: 1.632705	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 18	Loss: 1.437258	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 19	Loss: 1.709222	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 20	Loss: 4.466376	Accuracy: 0.470	 Current training data per class: 40
