Train Episode: 1	Loss: 4.074233	Accuracy: 0.000	Current Training Data Per Class 1: 17	Loss 2: 1.635196	Accuracy 2: 0.370	Current Training Data Per Class 2: 18	 Total loss: 2.854714	 Total Accuracy: 0.185
Train Episode: 2	Loss: 3.202323	Accuracy: 0.000	Current Training Data Per Class 1: 18	Loss 2: 2.411329	Accuracy 2: 0.200	Current Training Data Per Class 2: 5	 Total loss: 2.806826	 Total Accuracy: 0.100
Train Episode: 3	Loss: 5.498642	Accuracy: 0.000	Current Training Data Per Class 1: 26	Loss 2: 1.461327	Accuracy 2: 0.260	Current Training Data Per Class 2: 35	 Total loss: 3.479985	 Total Accuracy: 0.130
Train Episode: 4	Loss: 1.637947	Accuracy: 0.430	Current Training Data Per Class 1: 12	Loss 2: 3.235648	Accuracy 2: 0.010	Current Training Data Per Class 2: 37	 Total loss: 2.436798	 Total Accuracy: 0.220
Train Episode: 5	Loss: 1.175536	Accuracy: 0.520	Current Training Data Per Class 1: 36	Loss 2: 8.820156	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 4.997846	 Total Accuracy: 0.260
Train Episode: 6	Loss: 3.731546	Accuracy: 0.000	Current Training Data Per Class 1: 28	Loss 2: 1.584535	Accuracy 2: 0.350	Current Training Data Per Class 2: 18	 Total loss: 2.658041	 Total Accuracy: 0.175
Train Episode: 7	Loss: 4.791512	Accuracy: 0.000	Current Training Data Per Class 1: 35	Loss 2: 1.532024	Accuracy 2: 0.480	Current Training Data Per Class 2: 20	 Total loss: 3.161768	 Total Accuracy: 0.240
Train Episode: 8	Loss: 1.320406	Accuracy: 0.500	Current Training Data Per Class 1: 13	Loss 2: 4.828134	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 3.074270	 Total Accuracy: 0.250
Train Episode: 9	Loss: 2.934577	Accuracy: 0.190	Current Training Data Per Class 1: 22	Loss 2: 2.006320	Accuracy 2: 0.380	Current Training Data Per Class 2: 8	 Total loss: 2.470448	 Total Accuracy: 0.285
Train Episode: 10	Loss: 1.334243	Accuracy: 0.400	Current Training Data Per Class 1: 37	Loss 2: 6.167015	Accuracy 2: 0.000	Current Training Data Per Class 2: 29	 Total loss: 3.750628	 Total Accuracy: 0.200
Train Episode: 11	Loss: 5.207416	Accuracy: 0.000	Current Training Data Per Class 1: 18	Loss 2: 1.257214	Accuracy 2: 0.530	Current Training Data Per Class 2: 37	 Total loss: 3.232315	 Total Accuracy: 0.265
Train Episode: 12	Loss: 1.189233	Accuracy: 0.540	Current Training Data Per Class 1: 34	Loss 2: 6.641691	Accuracy 2: 0.000	Current Training Data Per Class 2: 23	 Total loss: 3.915462	 Total Accuracy: 0.270
Train Episode: 13	Loss: 5.138776	Accuracy: 0.000	Current Training Data Per Class 1: 12	Loss 2: 1.672517	Accuracy 2: 0.350	Current Training Data Per Class 2: 30	 Total loss: 3.405647	 Total Accuracy: 0.175
Train Episode: 14	Loss: 4.962059	Accuracy: 0.000	Current Training Data Per Class 1: 24	Loss 2: 1.921175	Accuracy 2: 0.330	Current Training Data Per Class 2: 33	 Total loss: 3.441617	 Total Accuracy: 0.165
Train Episode: 15	Loss: 1.422439	Accuracy: 0.560	Current Training Data Per Class 1: 32	Loss 2: 4.536806	Accuracy 2: 0.000	Current Training Data Per Class 2: 29	 Total loss: 2.979623	 Total Accuracy: 0.280
Train Episode: 16	Loss: 1.829135	Accuracy: 0.540	Current Training Data Per Class 1: 6	Loss 2: 3.262931	Accuracy 2: 0.050	Current Training Data Per Class 2: 35	 Total loss: 2.546033	 Total Accuracy: 0.295
Train Episode: 17	Loss: 1.324764	Accuracy: 0.670	Current Training Data Per Class 1: 32	Loss 2: 6.690385	Accuracy 2: 0.000	Current Training Data Per Class 2: 36	 Total loss: 4.007575	 Total Accuracy: 0.335
Train Episode: 18	Loss: 3.991947	Accuracy: 0.000	Current Training Data Per Class 1: 27	Loss 2: 2.316346	Accuracy 2: 0.290	Current Training Data Per Class 2: 24	 Total loss: 3.154146	 Total Accuracy: 0.145
Train Episode: 19	Loss: 4.324716	Accuracy: 0.000	Current Training Data Per Class 1: 7	Loss 2: 1.738146	Accuracy 2: 0.520	Current Training Data Per Class 2: 13	 Total loss: 3.031431	 Total Accuracy: 0.260
Train Episode: 20	Loss: 4.411491	Accuracy: 0.000	Current Training Data Per Class 1: 31	Loss 2: 1.195243	Accuracy 2: 0.670	Current Training Data Per Class 2: 39	 Total loss: 2.803367	 Total Accuracy: 0.335
Train Episode: 21	Loss: 4.525270	Accuracy: 0.000	Current Training Data Per Class 1: 26	Loss 2: 2.092949	Accuracy 2: 0.200	Current Training Data Per Class 2: 24	 Total loss: 3.309110	 Total Accuracy: 0.100
Train Episode: 22	Loss: 1.872690	Accuracy: 0.190	Current Training Data Per Class 1: 12	Loss 2: 4.347464	Accuracy 2: 0.000	Current Training Data Per Class 2: 27	 Total loss: 3.110077	 Total Accuracy: 0.095
