Runner Episode: 1	Loss: 3.824815	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 2	Loss: 3.901755	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 3	Loss: 3.792649	Accuracy: 0.200 	 Current Training Data Per Class: 0
Runner Episode: 4	Loss: 3.657915	Accuracy: 0.100 	 Current Training Data Per Class: 0
Runner Episode: 5	Loss: 3.828149	Accuracy: 0.100 	 Current Training Data Per Class: 0
Runner Episode: 6	Loss: 3.797559	Accuracy: 0.200 	 Current Training Data Per Class: 0
Runner Episode: 7	Loss: 3.764183	Accuracy: 0.130 	 Current Training Data Per Class: 0
Runner Episode: 8	Loss: 3.840275	Accuracy: 0.170 	 Current Training Data Per Class: 0
Runner Episode: 9	Loss: 3.693071	Accuracy: 0.080 	 Current Training Data Per Class: 0
Runner Episode: 10	Loss: 3.962051	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 11	Loss: 3.888137	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 12	Loss: 3.844091	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 13	Loss: 3.883510	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 14	Loss: 3.794260	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 15	Loss: 3.935578	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 16	Loss: 3.893930	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 17	Loss: 3.940486	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 18	Loss: 3.776277	Accuracy: 0.160 	 Current Training Data Per Class: 0
Runner Episode: 19	Loss: 3.894406	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 20	Loss: 3.802719	Accuracy: 0.000 	 Current Training Data Per Class: 0
