Train Episode: 1	Loss: 3.769607	Accuracy: 0.220	 Current training data per class: 300
Train Episode: 2	Loss: 1.628589	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 3	Loss: 1.868141	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 4	Loss: 1.382392	Accuracy: 0.400	 Current training data per class: 300
Train Episode: 5	Loss: 3.343741	Accuracy: 0.230	 Current training data per class: 300
Train Episode: 6	Loss: 2.313331	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 9	Loss: 1.957477	Accuracy: 0.230	 Current training data per class: 300
Train Episode: 10	Loss: 2.869284	Accuracy: 0.190	 Current training data per class: 300
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 12	Loss: 1.530491	Accuracy: 0.380	 Current training data per class: 300
Train Episode: 13	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 14	Loss: 1.822636	Accuracy: 0.190	 Current training data per class: 300
Train Episode: 15	Loss: 1.873331	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 16	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 18	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 300
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 20	Loss: 1.400420	Accuracy: 0.400	 Current training data per class: 300
