Train Episode: 1	Loss: 2.937753	Accuracy: 0.320	 Current training data per class: 70
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 3	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 4	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 5	Loss: 2.880213	Accuracy: 0.130	 Current training data per class: 70
Train Episode: 6	Loss: 2.242297	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 9	Loss: 1.714940	Accuracy: 0.190	 Current training data per class: 70
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 12	Loss: 1.515924	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 13	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 14	Loss: 1.583292	Accuracy: 0.260	 Current training data per class: 70
Train Episode: 15	Loss: 1.581075	Accuracy: 0.240	 Current training data per class: 70
Train Episode: 16	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 17	Loss: 1.811388	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 18	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 19	Loss: 3.232003	Accuracy: 0.370	 Current training data per class: 70
Train Episode: 20	Loss: 3.850148	Accuracy: 0.280	 Current training data per class: 70
