Train Episode: 1	Loss: 2.580027	Accuracy: 0.530	 Current training data: 400
Train Episode: 2	Loss: 1.419727	Accuracy: 0.340	 Current training data: 400
Train Episode: 3	Loss: 0.976665	Accuracy: 0.575	 Current training data: 400
Train Episode: 4	Loss: 1.670485	Accuracy: 0.380	 Current training data: 400
Train Episode: 5	Loss: 1.382989	Accuracy: 0.440	 Current training data: 400
Train Episode: 6	Loss: 1.084614	Accuracy: 0.475	 Current training data: 400
Train Episode: 7	Loss: 1.190401	Accuracy: 0.440	 Current training data: 400
Train Episode: 8	Loss: 1.059074	Accuracy: 0.560	 Current training data: 400
Train Episode: 9	Loss: 1.182611	Accuracy: 0.480	 Current training data: 400
Train Episode: 10	Loss: 1.471499	Accuracy: 0.340	 Current training data: 400
Train Episode: 11	Loss: 1.935702	Accuracy: 0.475	 Current training data: 400
Train Episode: 12	Loss: 1.432451	Accuracy: 0.500	 Current training data: 400
Train Episode: 13	Loss: 1.220468	Accuracy: 0.550	 Current training data: 400
Train Episode: 14	Loss: 1.330389	Accuracy: 0.455	 Current training data: 400
Train Episode: 15	Loss: 1.081384	Accuracy: 0.500	 Current training data: 400
Train Episode: 16	Loss: 1.273487	Accuracy: 0.395	 Current training data: 400
Train Episode: 17	Loss: 1.463098	Accuracy: 0.335	 Current training data: 400
Train Episode: 18	Loss: 1.314630	Accuracy: 0.435	 Current training data: 400
Train Episode: 19	Loss: 1.176676	Accuracy: 0.520	 Current training data: 400
Train Episode: 20	Loss: 1.193775	Accuracy: 0.485	 Current training data: 400
