Train Episode: 1	Loss: 1.500518	Accuracy: 0.340	 Current training data: 30
Train Episode: 2	Loss: 1.528313	Accuracy: 0.510	 Current training data: 30
Train Episode: 3	Loss: 1.324447	Accuracy: 0.530	 Current training data: 30
Train Episode: 4	Loss: 1.537261	Accuracy: 0.360	 Current training data: 30
Train Episode: 5	Loss: 1.415335	Accuracy: 0.380	 Current training data: 30
Train Episode: 6	Loss: 1.514596	Accuracy: 0.530	 Current training data: 30
Train Episode: 7	Loss: 1.423281	Accuracy: 0.570	 Current training data: 30
Train Episode: 8	Loss: 1.533480	Accuracy: 0.240	 Current training data: 30
Train Episode: 9	Loss: 1.323964	Accuracy: 0.400	 Current training data: 30
Train Episode: 10	Loss: 1.599078	Accuracy: 0.200	 Current training data: 30
Train Episode: 11	Loss: 1.445163	Accuracy: 0.370	 Current training data: 30
Train Episode: 12	Loss: 1.460571	Accuracy: 0.390	 Current training data: 30
Train Episode: 13	Loss: 1.543642	Accuracy: 0.420	 Current training data: 30
Train Episode: 14	Loss: 1.530203	Accuracy: 0.400	 Current training data: 30
Train Episode: 15	Loss: 1.287699	Accuracy: 0.640	 Current training data: 30
Train Episode: 16	Loss: 1.527565	Accuracy: 0.220	 Current training data: 30
Train Episode: 17	Loss: 1.556617	Accuracy: 0.380	 Current training data: 30
Train Episode: 18	Loss: 0.871451	Accuracy: 0.400	 Current training data: 30
Train Episode: 19	Loss: 1.410293	Accuracy: 0.550	 Current training data: 30
Train Episode: 20	Loss: 1.574267	Accuracy: 0.280	 Current training data: 30
