Runner Episode: 1	Loss: 4233.396484	Accuracy: 0.400 	 Current Training Data Per Class: 120
Runner Episode: 2	Loss: 3973.961914	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 3	Loss: 4642.960938	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 4	Loss: 6910.774414	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 5	Loss: 4419.564453	Accuracy: 0.400 	 Current Training Data Per Class: 120
Runner Episode: 6	Loss: 2478.393799	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 7	Loss: 5947.602051	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 8	Loss: 999.081543	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 9	Loss: 8807.476562	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 10	Loss: 7109.008301	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 11	Loss: 6861.995117	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 12	Loss: 4899.471680	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 13	Loss: 1530.125610	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 14	Loss: 1196.701660	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 15	Loss: 2448.341064	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 16	Loss: 3575.365967	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 17	Loss: 3406.393799	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 18	Loss: 1556.960938	Accuracy: 0.400 	 Current Training Data Per Class: 120
Runner Episode: 19	Loss: 1485.389404	Accuracy: 0.200 	 Current Training Data Per Class: 120
Runner Episode: 20	Loss: 5301.830078	Accuracy: 0.200 	 Current Training Data Per Class: 120
