Train Episode: 1	Loss: 1.291117	Accuracy: 0.460	 Current training data per class: 160
Train Episode: 2	Loss: 1.647154	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 3	Loss: 1.645844	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 4	Loss: 1.353086	Accuracy: 0.400	 Current training data per class: 160
Train Episode: 5	Loss: 2.169350	Accuracy: 0.150	 Current training data per class: 160
Train Episode: 6	Loss: 1.654199	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 7	Loss: 1.668395	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 8	Loss: 22.019958	Accuracy: 0.160	 Current training data per class: 160
Train Episode: 9	Loss: 1.530303	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 10	Loss: 1.636981	Accuracy: 0.260	 Current training data per class: 160
Train Episode: 11	Loss: 1.624824	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 12	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 160
Train Episode: 13	Loss: 1.676850	Accuracy: 0.220	 Current training data per class: 160
Train Episode: 14	Loss: 1.697976	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 15	Loss: 1.518194	Accuracy: 0.360	 Current training data per class: 160
Train Episode: 16	Loss: 1.710665	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 17	Loss: 1.589304	Accuracy: 0.370	 Current training data per class: 160
Train Episode: 18	Loss: 1.698502	Accuracy: 0.400	 Current training data per class: 160
Train Episode: 19	Loss: 1.693515	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 20	Loss: 1.332917	Accuracy: 0.400	 Current training data per class: 160
