Train Episode: 1	Loss: 0.826623	Accuracy: 0.705	 Current training data: 750
Train Episode: 2	Loss: 0.876005	Accuracy: 0.745	 Current training data: 750
Train Episode: 3	Loss: 0.676645	Accuracy: 0.725	 Current training data: 750
Train Episode: 4	Loss: 0.930192	Accuracy: 0.600	 Current training data: 750
Train Episode: 5	Loss: 0.665310	Accuracy: 0.790	 Current training data: 750
Train Episode: 6	Loss: 0.832768	Accuracy: 0.685	 Current training data: 750
Train Episode: 7	Loss: 0.835181	Accuracy: 0.655	 Current training data: 750
Train Episode: 8	Loss: 0.824105	Accuracy: 0.690	 Current training data: 750
Train Episode: 9	Loss: 1.092492	Accuracy: 0.680	 Current training data: 750
Train Episode: 10	Loss: 0.784803	Accuracy: 0.685	 Current training data: 750
Train Episode: 11	Loss: 0.742356	Accuracy: 0.665	 Current training data: 750
Train Episode: 12	Loss: 0.709027	Accuracy: 0.710	 Current training data: 750
Train Episode: 13	Loss: 0.928632	Accuracy: 0.700	 Current training data: 750
Train Episode: 14	Loss: 0.732001	Accuracy: 0.740	 Current training data: 750
Train Episode: 15	Loss: 0.708631	Accuracy: 0.730	 Current training data: 750
Train Episode: 16	Loss: 0.718710	Accuracy: 0.715	 Current training data: 750
Train Episode: 17	Loss: 0.937142	Accuracy: 0.755	 Current training data: 750
Train Episode: 18	Loss: 1.266250	Accuracy: 0.700	 Current training data: 750
Train Episode: 19	Loss: 0.874709	Accuracy: 0.745	 Current training data: 750
Train Episode: 20	Loss: 0.593826	Accuracy: 0.770	 Current training data: 750
