Train Episode: 1	Loss: 243780.437500	Accuracy: 0.380	 Current training data per class: 20
Train Episode: 2	Loss: 1.632632	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 3	Loss: 788.828735	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 4	Loss: 947850304.000000	Accuracy: 0.220	 Current training data per class: 20
Train Episode: 5	Loss: 1.776483	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 6	Loss: 620.361511	Accuracy: 0.160	 Current training data per class: 20
Train Episode: 7	Loss: 1.623786	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 8	Loss: 1.620287	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 9	Loss: 2.539105	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 10	Loss: 167361792.000000	Accuracy: 0.210	 Current training data per class: 20
Train Episode: 11	Loss: 1.950752	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 12	Loss: 10.298648	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 13	Loss: 3.502009	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 14	Loss: 5.991625	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 15	Loss: 6270.884766	Accuracy: 0.170	 Current training data per class: 20
Train Episode: 16	Loss: 1.954830	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 17	Loss: 16.935303	Accuracy: 0.320	 Current training data per class: 20
Train Episode: 18	Loss: 1.324205	Accuracy: 0.400	 Current training data per class: 20
Train Episode: 19	Loss: 11.283795	Accuracy: 0.200	 Current training data per class: 20
Train Episode: 20	Loss: 1.693231	Accuracy: 0.400	 Current training data per class: 20
