Episode: 1: [-0.00069999 -0.00069999 -0.00069999 -0.00069998  0.00069999] 
Episode: 11: [-0.00620392 -0.00628925 -0.00624511 -0.00502985  0.00619809] 
Episode: 21: [-0.01233932 -0.01256127 -0.01255407 -0.01076475  0.01234748] 
Episode: 31: [-0.01855777 -0.01856413 -0.01851466 -0.01636354  0.01835373] 
Episode: 41: [-0.02240606 -0.02187549 -0.02196531 -0.02019622  0.02212627] 
Episode: 51: [-0.0244876  -0.02362918 -0.02262045 -0.01913361  0.02335848] 
Episode: 61: [-0.02748045 -0.02572108 -0.02044205 -0.01423377  0.0229831 ] 
Episode: 71: [-0.03234318 -0.03061754 -0.02212219 -0.01321184  0.02652523] 
Episode: 81: [-0.03828657 -0.03715944 -0.02713188 -0.01464423  0.03265027] 
Episode: 91: [-0.04308435 -0.0426516  -0.03173533 -0.01519736  0.03770906] 
Episode: 101: [-0.04689292 -0.04718569 -0.03563572 -0.01482334  0.04167838] 
Episode: 111: [-0.05052204 -0.05146232 -0.03921314 -0.01373015  0.04524538] 
Episode: 121: [-0.05592445 -0.0574599  -0.03596406 -0.00919195  0.04957633] 
Episode: 131: [-0.05853933 -0.06114755 -0.03535108 -0.00720196  0.0533729 ] 
Episode: 141: [-0.06011306 -0.06383792 -0.03585266 -0.0061285   0.05675096] 
Episode: 151: [-0.06137482 -0.06623539 -0.03669464 -0.00506809  0.05984921] 
Episode: 161: [-0.06231831 -0.06831928 -0.03760719 -0.00376534  0.06229228] 
Episode: 171: [-0.06295802 -0.06990396 -0.03851673 -0.00341814  0.06459385] 
Episode: 181: [-0.06369702 -0.07152912 -0.03938002 -0.00244503  0.0666445 ] 
Episode: 191: [-0.0644655  -0.07332601 -0.04030572 -0.00101117  0.06862422] 
Episode: 201: [-6.5067619e-02 -7.4797958e-02 -4.1100193e-02 -8.8664092e-07
  7.0334353e-02] 
Episode: 211: [-0.06547286 -0.07610777 -0.04179883  0.00095324  0.07166108] 
Episode: 221: [-0.06559554 -0.07721699 -0.04253186  0.00163969  0.07271107] 
Episode: 231: [-0.06567413 -0.07819365 -0.04316674  0.00216591  0.07363508] 
Episode: 241: [-0.06577679 -0.07944729 -0.04401833  0.00205073  0.07524922] 
Episode: 251: [-0.06583416 -0.08146576 -0.04551417  0.00061965  0.07842465] 
Episode: 261: [-0.06601908 -0.08263784 -0.04627723 -0.0001379   0.08031109] 
Episode: 271: [-0.06605221 -0.08347622 -0.04683959 -0.00054546  0.08149493] 
Episode: 281: [-6.5778516e-02 -8.4638312e-02 -4.7819626e-02  4.2089523e-05
  8.2339242e-02] 
Episode: 291: [-0.06542926 -0.0856435  -0.04869055  0.00038123  0.08305524] 
Episode: 301: [-0.06515616 -0.08655783 -0.04937403  0.00051163  0.08376236] 
Episode: 311: [-6.4764425e-02 -8.7140933e-02 -4.9813539e-02 -2.7688598e-05
  8.4308505e-02] 
Episode: 321: [-0.06497178 -0.08762064 -0.05009999 -0.00015331  0.08510907] 
Episode: 331: [-0.06507888 -0.08811919 -0.05048571 -0.00018513  0.08584084] 
Episode: 341: [-0.06495934 -0.08901278 -0.05122801 -0.0013501   0.08743218] 
Episode: 351: [-0.06456524 -0.08971854 -0.05194259 -0.00218813  0.08842254] 
Episode: 361: [-0.06421316 -0.09044951 -0.05270387 -0.00244465  0.08920231] 
Episode: 371: [-0.06416075 -0.09141195 -0.05314174 -0.00221819  0.08992419] 
Episode: 381: [-0.06441943 -0.09218191 -0.05300175 -0.00236855  0.09061427] 
Episode: 391: [-0.06417895 -0.0930931  -0.05351115 -0.00252661  0.09136587] 
Episode: 401: [-0.06402966 -0.09401105 -0.05413092 -0.00237947  0.09214634] 
Episode: 411: [-0.06429308 -0.09489387 -0.05462937 -0.00227014  0.09328166] 
Episode: 421: [-0.06453363 -0.0957779  -0.05516932 -0.00217315  0.09443239] 
Episode: 431: [-0.06445304 -0.09654616 -0.05580284 -0.0023356   0.09537971] 
Episode: 441: [-0.06423514 -0.09720773 -0.05639233 -0.002613    0.09614203] 
Episode: 451: [-0.06355046 -0.09807113 -0.05731763 -0.00291503  0.09679112] 
Episode: 461: [-0.0639335  -0.09848419 -0.0574561  -0.00312796  0.09767425] 
Episode: 471: [-0.06423473 -0.09879773 -0.05746796 -0.00363933  0.0984695 ] 
Episode: 481: [-0.06393291 -0.09932704 -0.05798787 -0.00414935  0.09913324] 
Episode: 491: [-0.06332512 -0.10023247 -0.05881879 -0.00461013  0.09989927] 
Episode: 501: [-0.06276692 -0.10103427 -0.05948844 -0.00513611  0.10056578] 
Episode: 511: [-0.06277379 -0.10189276 -0.05981887 -0.00507952  0.10129872] 
Episode: 521: [-0.06270486 -0.10305563 -0.06023918 -0.00412829  0.10170033] 
Episode: 531: [-0.06342681 -0.10401843 -0.05993986 -0.00314609  0.10226029] 
Episode: 541: [-0.06579723 -0.10400874 -0.05719872 -0.00442688  0.10335324] 
Episode: 551: [-0.06639744 -0.10471535 -0.05662248 -0.00514387  0.10436007] 
Episode: 561: [-0.06667871 -0.10552251 -0.05676497 -0.00521223  0.1052981 ] 
Episode: 571: [-0.06670326 -0.1060604  -0.05696419 -0.00553521  0.10598763] 
Episode: 581: [-0.06631582 -0.10663263 -0.05743359 -0.00596644  0.10652205] 
Episode: 591: [-0.06620475 -0.10697171 -0.05770625 -0.00640681  0.10707536] 
Episode: 601: [-0.06658447 -0.1070942  -0.05780652 -0.00649233  0.10771079] 
Episode: 611: [-0.06681455 -0.10768357 -0.05821889 -0.00627498  0.10853187] 
Episode: 621: [-0.06685847 -0.10839654 -0.05876504 -0.00620296  0.10940987] 
Episode: 631: [-0.06735615 -0.1085563  -0.05893604 -0.00586512  0.11001627] 
Episode: 641: [-0.06737177 -0.10904118 -0.05931704 -0.00585084  0.11062565] 
Episode: 651: [-0.06721594 -0.10993581 -0.06002431 -0.0058907   0.11158215] 
Episode: 661: [-0.06659424 -0.11093862 -0.06074514 -0.00633743  0.11231776] 
Episode: 671: [-0.06669373 -0.11244383 -0.061232   -0.00554735  0.11324276] 
Episode: 681: [-0.06742103 -0.11559121 -0.06133956 -0.00294508  0.11445367] 
Episode: 691: [-0.0682786  -0.11660038 -0.0611494  -0.00197631  0.11528398] 
Episode: 701: [-0.06982008 -0.11660289 -0.06089303 -0.00132425  0.11643635] 
Episode: 711: [-0.06962901 -0.11726142 -0.06172641 -0.00115094  0.11721271] 
Episode: 721: [-0.06928079 -0.11774418 -0.06236569 -0.00131871  0.11774845] 
Episode: 731: [-0.06933026 -0.1179686  -0.06283704 -0.0015438   0.11847927] 
Episode: 741: [-0.06907679 -0.1184883  -0.06337079 -0.00179245  0.11910672] 
Episode: 751: [-0.06904407 -0.11898051 -0.06369469 -0.0018505   0.11967643] 
Episode: 761: [-0.06884125 -0.11948742 -0.06409051 -0.0020044   0.12017886] 
Episode: 771: [-0.06842948 -0.11994196 -0.06477188 -0.00261991  0.12093531] 
Episode: 781: [-0.06765143 -0.12047963 -0.06532593 -0.00321324  0.12119737] 
Episode: 791: [-0.06724732 -0.12090334 -0.06540519 -0.0030791   0.12096976] 
Episode: 801: [-0.06681246 -0.12133186 -0.06556953 -0.00306792  0.12085776] 
Episode: 811: [-0.06618509 -0.12178294 -0.06579108 -0.00357101  0.12090367] 
Episode: 821: [-0.06578252 -0.12200169 -0.06604077 -0.00409773  0.12110744] 
Episode: 831: [-0.06505875 -0.12233273 -0.06637105 -0.00482949  0.12120102] 
Episode: 841: [-0.06461623 -0.12259477 -0.06652001 -0.00540541  0.12132893] 
Episode: 851: [-0.06444189 -0.12285269 -0.06658205 -0.00567486  0.12150154] 
Episode: 861: [-0.06614273 -0.12580554 -0.06778316 -0.00306421  0.12455984] 
Episode: 871: [-0.06896898 -0.12894785 -0.06597487 -0.00075518  0.1279323 ] 
Episode: 881: [-0.07927865 -0.13762143 -0.05514148  0.00948131  0.13787815] 
Episode: 891: [-0.08290424 -0.14067164 -0.0513317   0.01308117  0.14137581] 
Episode: 901: [-0.08417918 -0.14174424 -0.049992    0.01434706  0.14260577] 
Episode: 911: [-0.08462748 -0.14212137 -0.04952092  0.01479218  0.14303824] 
Episode: 921: [-0.0847851  -0.142254   -0.04935529  0.01494869  0.1431903 ] 
Episode: 931: [-0.08484053 -0.14230062 -0.04929706  0.01500371  0.14324376] 
Episode: 941: [-0.08486002 -0.14231703 -0.04927658  0.01502306  0.14326255] 
Episode: 951: [-0.08486687 -0.14232278 -0.04926939  0.01502986  0.14326915] 
Episode: 961: [-0.08486927 -0.1423248  -0.04926685  0.01503225  0.14327145] 
Episode: 971: [-0.08487011 -0.14232552 -0.04926595  0.01503309  0.14327227] 
Episode: 981: [-0.08487041 -0.14232577 -0.04926564  0.01503339  0.14327255] 
Episode: 991: [-0.08487052 -0.14232586 -0.04926553  0.01503349  0.14327265] 
Episode: 1001: [-0.08487055 -0.14232586 -0.04926549  0.01503352  0.14327265] 
Episode: 1011: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1021: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1031: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1041: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1051: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1061: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1071: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1081: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1091: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1101: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1111: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1121: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1131: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1141: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1151: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1161: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1171: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1181: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1191: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1201: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1211: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1221: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1231: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1241: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1251: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1261: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1271: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1281: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1291: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1301: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1311: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1321: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1331: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1341: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1351: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1361: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1371: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1381: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1391: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1401: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
Episode: 1411: [-0.08487055 -0.14232586 -0.04926548  0.01503354  0.14327265] 
