Train Episode: 1	Loss: 5.666872	Accuracy: 0.000	Current Training Data Per Class 1: 19	Loss 2: 1.111760	Accuracy 2: 0.620	Current Training Data Per Class 2: 16	 Total loss: 3.389316	 Total Accuracy: 0.310
Train Episode: 2	Loss: 6.123921	Accuracy: 0.000	Current Training Data Per Class 1: 28	Loss 2: 1.856203	Accuracy 2: 0.350	Current Training Data Per Class 2: 20	 Total loss: 3.990062	 Total Accuracy: 0.175
Train Episode: 3	Loss: 5.567540	Accuracy: 0.000	Current Training Data Per Class 1: 36	Loss 2: 1.360602	Accuracy 2: 0.590	Current Training Data Per Class 2: 31	 Total loss: 3.464071	 Total Accuracy: 0.295
Train Episode: 4	Loss: 7.917598	Accuracy: 0.000	Current Training Data Per Class 1: 19	Loss 2: 0.806113	Accuracy 2: 0.730	Current Training Data Per Class 2: 29	 Total loss: 4.361856	 Total Accuracy: 0.365
Train Episode: 5	Loss: 4.630774	Accuracy: 0.000	Current Training Data Per Class 1: 15	Loss 2: 1.813858	Accuracy 2: 0.320	Current Training Data Per Class 2: 36	 Total loss: 3.222316	 Total Accuracy: 0.160
Train Episode: 6	Loss: 1.747767	Accuracy: 0.400	Current Training Data Per Class 1: 15	Loss 2: 5.554117	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 3.650942	 Total Accuracy: 0.200
Train Episode: 7	Loss: 4.472832	Accuracy: 0.000	Current Training Data Per Class 1: 32	Loss 2: 2.486047	Accuracy 2: 0.200	Current Training Data Per Class 2: 26	 Total loss: 3.479439	 Total Accuracy: 0.100
Train Episode: 8	Loss: 3.559388	Accuracy: 0.200	Current Training Data Per Class 1: 6	Loss 2: 3.449902	Accuracy 2: 0.010	Current Training Data Per Class 2: 37	 Total loss: 3.504645	 Total Accuracy: 0.105
Train Episode: 9	Loss: 3.463397	Accuracy: 0.200	Current Training Data Per Class 1: 5	Loss 2: 3.653573	Accuracy 2: 0.000	Current Training Data Per Class 2: 8	 Total loss: 3.558485	 Total Accuracy: 0.100
Train Episode: 10	Loss: 4.456609	Accuracy: 0.000	Current Training Data Per Class 1: 6	Loss 2: 2.446141	Accuracy 2: 0.200	Current Training Data Per Class 2: 16	 Total loss: 3.451375	 Total Accuracy: 0.100
Train Episode: 11	Loss: 4.206697	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 2.697419	Accuracy 2: 0.200	Current Training Data Per Class 2: 31	 Total loss: 3.452058	 Total Accuracy: 0.100
Train Episode: 12	Loss: 3.972545	Accuracy: 0.200	Current Training Data Per Class 1: 31	Loss 2: 4.001113	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 3.986829	 Total Accuracy: 0.100
Train Episode: 13	Loss: 3.927857	Accuracy: 0.200	Current Training Data Per Class 1: 26	Loss 2: 3.952136	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 3.939997	 Total Accuracy: 0.100
Train Episode: 14	Loss: 4.023595	Accuracy: 0.000	Current Training Data Per Class 1: 14	Loss 2: 4.009002	Accuracy 2: 0.200	Current Training Data Per Class 2: 34	 Total loss: 4.016299	 Total Accuracy: 0.100
Train Episode: 15	Loss: 3.882715	Accuracy: 0.200	Current Training Data Per Class 1: 26	Loss 2: 3.875978	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 3.879346	 Total Accuracy: 0.100
Train Episode: 16	Loss: 3.958971	Accuracy: 0.240	Current Training Data Per Class 1: 21	Loss 2: 4.000164	Accuracy 2: 0.010	Current Training Data Per Class 2: 23	 Total loss: 3.979568	 Total Accuracy: 0.125
Train Episode: 17	Loss: 4.004338	Accuracy: 0.000	Current Training Data Per Class 1: 13	Loss 2: 3.905543	Accuracy 2: 0.200	Current Training Data Per Class 2: 33	 Total loss: 3.954941	 Total Accuracy: 0.100
Train Episode: 18	Loss: 4.024792	Accuracy: 0.100	Current Training Data Per Class 1: 26	Loss 2: 4.033582	Accuracy 2: 0.000	Current Training Data Per Class 2: 25	 Total loss: 4.029187	 Total Accuracy: 0.050
Train Episode: 19	Loss: 3.991692	Accuracy: 0.000	Current Training Data Per Class 1: 23	Loss 2: 3.998397	Accuracy 2: 0.000	Current Training Data Per Class 2: 34	 Total loss: 3.995044	 Total Accuracy: 0.000
Train Episode: 20	Loss: 3.967230	Accuracy: 0.000	Current Training Data Per Class 1: 21	Loss 2: 3.830262	Accuracy 2: 0.170	Current Training Data Per Class 2: 8	 Total loss: 3.898746	 Total Accuracy: 0.085
Train Episode: 21	Loss: 4.050460	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 3.884218	Accuracy 2: 0.200	Current Training Data Per Class 2: 34	 Total loss: 3.967339	 Total Accuracy: 0.100
Train Episode: 22	Loss: 3.961266	Accuracy: 0.000	Current Training Data Per Class 1: 13	Loss 2: 3.949532	Accuracy 2: 0.200	Current Training Data Per Class 2: 36	 Total loss: 3.955399	 Total Accuracy: 0.100
Train Episode: 23	Loss: 3.934578	Accuracy: 0.200	Current Training Data Per Class 1: 29	Loss 2: 3.975669	Accuracy 2: 0.000	Current Training Data Per Class 2: 20	 Total loss: 3.955123	 Total Accuracy: 0.100
Train Episode: 24	Loss: 4.007360	Accuracy: 0.000	Current Training Data Per Class 1: 37	Loss 2: 4.005867	Accuracy 2: 0.200	Current Training Data Per Class 2: 33	 Total loss: 4.006613	 Total Accuracy: 0.100
Train Episode: 25	Loss: 3.984043	Accuracy: 0.000	Current Training Data Per Class 1: 24	Loss 2: 4.028054	Accuracy 2: 0.200	Current Training Data Per Class 2: 13	 Total loss: 4.006048	 Total Accuracy: 0.100
