Runner Episode: 1	Loss: 3.483494	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.614980	Accuracy_2: 0.430	 Current Training Data Per Class_2: 30
Runner Episode: 2	Loss: 3.718096	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.880249	Accuracy_2: 0.230	 Current Training Data Per Class_2: 30
Runner Episode: 3	Loss: 4.147391	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.883730	Accuracy_2: 0.350	 Current Training Data Per Class_2: 30
Runner Episode: 4	Loss: 3.766138	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.790818	Accuracy_2: 0.400	 Current Training Data Per Class_2: 30
Runner Episode: 5	Loss: 4.000201	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.781182	Accuracy_2: 0.300	 Current Training Data Per Class_2: 30
Runner Episode: 6	Loss: 3.905252	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.647406	Accuracy_2: 0.360	 Current Training Data Per Class_2: 30
Runner Episode: 7	Loss: 3.901734	Accuracy: 0.020 	 Current Training Data Per Class: 40	Loss_2: 1.634863	Accuracy_2: 0.440	 Current Training Data Per Class_2: 30
Runner Episode: 8	Loss: 3.734028	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.721959	Accuracy_2: 0.390	 Current Training Data Per Class_2: 30
Runner Episode: 9	Loss: 3.422687	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.807995	Accuracy_2: 0.360	 Current Training Data Per Class_2: 30
Runner Episode: 10	Loss: 3.923729	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.937889	Accuracy_2: 0.370	 Current Training Data Per Class_2: 30
Runner Episode: 11	Loss: 3.787116	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.855999	Accuracy_2: 0.310	 Current Training Data Per Class_2: 30
Runner Episode: 12	Loss: 3.814873	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 2.006560	Accuracy_2: 0.210	 Current Training Data Per Class_2: 30
Runner Episode: 13	Loss: 3.770067	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.750619	Accuracy_2: 0.410	 Current Training Data Per Class_2: 30
Runner Episode: 14	Loss: 3.984605	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.954581	Accuracy_2: 0.310	 Current Training Data Per Class_2: 30
Runner Episode: 15	Loss: 3.370564	Accuracy: 0.020 	 Current Training Data Per Class: 40	Loss_2: 1.935356	Accuracy_2: 0.300	 Current Training Data Per Class_2: 30
Runner Episode: 16	Loss: 4.056346	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.904070	Accuracy_2: 0.360	 Current Training Data Per Class_2: 30
Runner Episode: 17	Loss: 4.542194	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 2.259432	Accuracy_2: 0.200	 Current Training Data Per Class_2: 30
Runner Episode: 18	Loss: 4.143941	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.562398	Accuracy_2: 0.470	 Current Training Data Per Class_2: 30
Runner Episode: 19	Loss: 3.832652	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.933595	Accuracy_2: 0.270	 Current Training Data Per Class_2: 30
Runner Episode: 20	Loss: 3.196112	Accuracy: 0.010 	 Current Training Data Per Class: 40	Loss_2: 2.053218	Accuracy_2: 0.320	 Current Training Data Per Class_2: 30
