Train Episode: 1	Loss: 1.198357	Accuracy: 0.430	 Current training data: 450
Train Episode: 2	Loss: 1.138898	Accuracy: 0.465	 Current training data: 450
Train Episode: 3	Loss: 1.404674	Accuracy: 0.445	 Current training data: 450
Train Episode: 4	Loss: 1.421619	Accuracy: 0.305	 Current training data: 450
Train Episode: 5	Loss: 1.239313	Accuracy: 0.470	 Current training data: 450
Train Episode: 6	Loss: 1.672458	Accuracy: 0.225	 Current training data: 450
Train Episode: 7	Loss: 1.176603	Accuracy: 0.525	 Current training data: 450
Train Episode: 8	Loss: 1.162612	Accuracy: 0.520	 Current training data: 450
Train Episode: 9	Loss: 0.942635	Accuracy: 0.600	 Current training data: 450
Train Episode: 10	Loss: 1.486129	Accuracy: 0.355	 Current training data: 450
Train Episode: 11	Loss: 1.668472	Accuracy: 0.420	 Current training data: 450
Train Episode: 12	Loss: 1.188599	Accuracy: 0.475	 Current training data: 450
Train Episode: 13	Loss: 1.201100	Accuracy: 0.470	 Current training data: 450
Train Episode: 14	Loss: 1.399263	Accuracy: 0.555	 Current training data: 450
Train Episode: 15	Loss: 1.080331	Accuracy: 0.555	 Current training data: 450
Train Episode: 16	Loss: 1.117138	Accuracy: 0.495	 Current training data: 450
Train Episode: 17	Loss: 0.944781	Accuracy: 0.605	 Current training data: 450
Train Episode: 18	Loss: 1.163308	Accuracy: 0.515	 Current training data: 450
Train Episode: 19	Loss: 1.314246	Accuracy: 0.460	 Current training data: 450
Train Episode: 20	Loss: 1.257386	Accuracy: 0.480	 Current training data: 450
