Train Episode: 1	Loss: 1.085055	Accuracy: 0.560	 Current training data: 70
Train Episode: 2	Loss: 1.507751	Accuracy: 0.350	 Current training data: 70
Train Episode: 3	Loss: 1.211109	Accuracy: 0.550	 Current training data: 70
Train Episode: 4	Loss: 1.381078	Accuracy: 0.380	 Current training data: 70
Train Episode: 5	Loss: 1.235535	Accuracy: 0.380	 Current training data: 70
Train Episode: 6	Loss: 1.821609	Accuracy: 0.290	 Current training data: 70
Train Episode: 7	Loss: 1.566122	Accuracy: 0.480	 Current training data: 70
Train Episode: 8	Loss: 1.353643	Accuracy: 0.410	 Current training data: 70
Train Episode: 9	Loss: 1.106811	Accuracy: 0.450	 Current training data: 70
Train Episode: 10	Loss: 1.299898	Accuracy: 0.530	 Current training data: 70
Train Episode: 11	Loss: 1.334716	Accuracy: 0.420	 Current training data: 70
Train Episode: 12	Loss: 1.061412	Accuracy: 0.450	 Current training data: 70
Train Episode: 13	Loss: 1.623253	Accuracy: 0.260	 Current training data: 70
Train Episode: 14	Loss: 1.023935	Accuracy: 0.630	 Current training data: 70
Train Episode: 15	Loss: 1.272065	Accuracy: 0.440	 Current training data: 70
Train Episode: 16	Loss: 1.256803	Accuracy: 0.450	 Current training data: 70
Train Episode: 17	Loss: 1.567528	Accuracy: 0.400	 Current training data: 70
Train Episode: 18	Loss: 1.281156	Accuracy: 0.500	 Current training data: 70
Train Episode: 19	Loss: 1.176533	Accuracy: 0.540	 Current training data: 70
Train Episode: 20	Loss: 1.199153	Accuracy: 0.500	 Current training data: 70
