Train Episode: 1	Loss: 1.490250	Accuracy: 0.410	 Current training data per class: 60
Train Episode: 2	Loss: 3.850148	Accuracy: 0.100	 Current training data per class: 60
Train Episode: 3	Loss: 1.861032	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 4	Loss: 1.881082	Accuracy: 0.400	 Current training data per class: 60
Train Episode: 5	Loss: 1.724027	Accuracy: 0.180	 Current training data per class: 60
Train Episode: 6	Loss: 1.794091	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 7	Loss: 1.776236	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 9	Loss: 3.850148	Accuracy: 0.020	 Current training data per class: 60
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 60
Train Episode: 11	Loss: 2.613553	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 12	Loss: 1.672289	Accuracy: 0.400	 Current training data per class: 60
Train Episode: 13	Loss: 1.640857	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 14	Loss: 1.882813	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 15	Loss: 1.695137	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 16	Loss: 2.153716	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 60
Train Episode: 18	Loss: 1.484118	Accuracy: 0.400	 Current training data per class: 60
Train Episode: 19	Loss: 2.649459	Accuracy: 0.260	 Current training data per class: 60
Train Episode: 20	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 60
