Train Episode: 64	Loss: 5.215509	Accuracy: 0.000	Current Training Data: 5	Number of Tasks: 1	Loss 2: 1.535204	Accuracy 2: 0.490	Current Training Data Per Class 2: 31 	Number of Tasks 2: 1	 Total loss: 3.375357	 Total Accuracy: 0.245
Train Episode: 65	Loss: 2.367367	Accuracy: 0.290	Current Training Data: 15	Number of Tasks: 1	Loss 2: 3.620857	Accuracy 2: 0.000	Current Training Data Per Class 2: 26 	Number of Tasks 2: 1	 Total loss: 2.994112	 Total Accuracy: 0.145
Train Episode: 66	Loss: 1.885142	Accuracy: 0.310	Current Training Data: 25	Number of Tasks: 1	Loss 2: 4.914307	Accuracy 2: 0.000	Current Training Data Per Class 2: 9 	Number of Tasks 2: 1	 Total loss: 3.399724	 Total Accuracy: 0.155
Train Episode: 67	Loss: 3.637578	Accuracy: 0.000	Current Training Data: 38	Number of Tasks: 1	Loss 2: 2.231955	Accuracy 2: 0.220	Current Training Data Per Class 2: 19 	Number of Tasks 2: 1	 Total loss: 2.934767	 Total Accuracy: 0.110
Train Episode: 68	Loss: 1.823975	Accuracy: 0.430	Current Training Data: 21	Number of Tasks: 1	Loss 2: 3.967637	Accuracy 2: 0.000	Current Training Data Per Class 2: 22 	Number of Tasks 2: 1	 Total loss: 2.895806	 Total Accuracy: 0.215
Train Episode: 69	Loss: 2.415583	Accuracy: 0.220	Current Training Data: 17	Number of Tasks: 1	Loss 2: 4.779820	Accuracy 2: 0.000	Current Training Data Per Class 2: 6 	Number of Tasks 2: 1	 Total loss: 3.597702	 Total Accuracy: 0.110
Train Episode: 70	Loss: 5.668823	Accuracy: 0.000	Current Training Data: 12	Number of Tasks: 1	Loss 2: 1.342937	Accuracy 2: 0.490	Current Training Data Per Class 2: 39 	Number of Tasks 2: 1	 Total loss: 3.505880	 Total Accuracy: 0.245
Train Episode: 71	Loss: 1.965526	Accuracy: 0.400	Current Training Data: 27	Number of Tasks: 1	Loss 2: 4.467741	Accuracy 2: 0.000	Current Training Data Per Class 2: 8 	Number of Tasks 2: 1	 Total loss: 3.216634	 Total Accuracy: 0.200
Train Episode: 72	Loss: 0.836335	Accuracy: 0.780	Current Training Data: 29	Number of Tasks: 1	Loss 2: 5.327078	Accuracy 2: 0.000	Current Training Data Per Class 2: 38 	Number of Tasks 2: 1	 Total loss: 3.081707	 Total Accuracy: 0.390
Train Episode: 73	Loss: 3.461218	Accuracy: 0.060	Current Training Data: 18	Number of Tasks: 1	Loss 2: 2.447315	Accuracy 2: 0.210	Current Training Data Per Class 2: 11 	Number of Tasks 2: 1	 Total loss: 2.954267	 Total Accuracy: 0.135
Train Episode: 74	Loss: 1.853769	Accuracy: 0.340	Current Training Data: 31	Number of Tasks: 1	Loss 2: 5.595808	Accuracy 2: 0.000	Current Training Data Per Class 2: 12 	Number of Tasks 2: 1	 Total loss: 3.724788	 Total Accuracy: 0.170
Train Episode: 75	Loss: 3.225543	Accuracy: 0.000	Current Training Data: 35	Number of Tasks: 1	Loss 2: 2.330189	Accuracy 2: 0.200	Current Training Data Per Class 2: 19 	Number of Tasks 2: 1	 Total loss: 2.777866	 Total Accuracy: 0.100
Train Episode: 76	Loss: 3.590035	Accuracy: 0.000	Current Training Data: 32	Number of Tasks: 1	Loss 2: 2.111364	Accuracy 2: 0.290	Current Training Data Per Class 2: 27 	Number of Tasks 2: 1	 Total loss: 2.850700	 Total Accuracy: 0.145
Train Episode: 77	Loss: 4.591851	Accuracy: 0.000	Current Training Data: 16	Number of Tasks: 1	Loss 2: 1.400617	Accuracy 2: 0.470	Current Training Data Per Class 2: 36 	Number of Tasks 2: 1	 Total loss: 2.996234	 Total Accuracy: 0.235
