Train Episode: 1	Loss: 1.830615	Accuracy: 0.380	 Current training data: 40
Train Episode: 2	Loss: 1.537536	Accuracy: 0.400	 Current training data: 40
Train Episode: 3	Loss: 3.320679	Accuracy: 0.200	 Current training data: 40
Train Episode: 4	Loss: 3.387809	Accuracy: 0.260	 Current training data: 40
Train Episode: 5	Loss: 2.234723	Accuracy: 0.310	 Current training data: 40
Train Episode: 6	Loss: 1.830091	Accuracy: 0.390	 Current training data: 40
Train Episode: 7	Loss: 2.358326	Accuracy: 0.350	 Current training data: 40
Train Episode: 8	Loss: 3.554132	Accuracy: 0.200	 Current training data: 40
Train Episode: 9	Loss: 2.909412	Accuracy: 0.210	 Current training data: 40
Train Episode: 10	Loss: 3.425071	Accuracy: 0.200	 Current training data: 40
Train Episode: 11	Loss: 1.370560	Accuracy: 0.480	 Current training data: 40
Train Episode: 12	Loss: 1.977601	Accuracy: 0.370	 Current training data: 40
Train Episode: 13	Loss: 2.580947	Accuracy: 0.200	 Current training data: 40
Train Episode: 14	Loss: 1.452037	Accuracy: 0.410	 Current training data: 40
Train Episode: 15	Loss: 2.778090	Accuracy: 0.200	 Current training data: 40
Train Episode: 16	Loss: 2.496382	Accuracy: 0.340	 Current training data: 40
Train Episode: 17	Loss: 2.014103	Accuracy: 0.330	 Current training data: 40
Train Episode: 18	Loss: 2.303512	Accuracy: 0.200	 Current training data: 40
Train Episode: 19	Loss: 1.828597	Accuracy: 0.350	 Current training data: 40
Train Episode: 20	Loss: 2.617618	Accuracy: 0.200	 Current training data: 40
