Train Episode: 1	Loss: 1.274365	Accuracy: 0.530	 Current training data: 50
Train Episode: 2	Loss: 1.437573	Accuracy: 0.400	 Current training data: 50
Train Episode: 3	Loss: 0.839168	Accuracy: 0.640	 Current training data: 50
Train Episode: 4	Loss: 0.738105	Accuracy: 0.590	 Current training data: 50
Train Episode: 5	Loss: 1.077032	Accuracy: 0.560	 Current training data: 50
Train Episode: 6	Loss: 1.292474	Accuracy: 0.370	 Current training data: 50
Train Episode: 7	Loss: 0.995200	Accuracy: 0.540	 Current training data: 50
Train Episode: 8	Loss: 1.325225	Accuracy: 0.440	 Current training data: 50
Train Episode: 9	Loss: 1.296664	Accuracy: 0.380	 Current training data: 50
Train Episode: 10	Loss: 1.360985	Accuracy: 0.440	 Current training data: 50
Train Episode: 11	Loss: 1.133399	Accuracy: 0.590	 Current training data: 50
Train Episode: 12	Loss: 1.366678	Accuracy: 0.420	 Current training data: 50
Train Episode: 13	Loss: 1.122673	Accuracy: 0.660	 Current training data: 50
Train Episode: 14	Loss: 1.240236	Accuracy: 0.440	 Current training data: 50
Train Episode: 15	Loss: 1.066586	Accuracy: 0.590	 Current training data: 50
Train Episode: 16	Loss: 1.382117	Accuracy: 0.470	 Current training data: 50
Train Episode: 17	Loss: 1.385477	Accuracy: 0.470	 Current training data: 50
Train Episode: 18	Loss: 1.124357	Accuracy: 0.600	 Current training data: 50
Train Episode: 19	Loss: 1.251372	Accuracy: 0.500	 Current training data: 50
Train Episode: 20	Loss: 1.224929	Accuracy: 0.490	 Current training data: 50
