Train Episode: 1	Loss: 1540.763794	Accuracy: 0.400	 Current training data per class: 80
Train Episode: 2	Loss: 1224.787476	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 3	Loss: 1798.114868	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 4	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 5	Loss: 10760.590820	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 6	Loss: 2353.279053	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 7	Loss: 14981.178711	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 8	Loss: 3423.359375	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 9	Loss: 2666.916504	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 80
Train Episode: 11	Loss: 1021.620789	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 12	Loss: 36833.609375	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 13	Loss: 2854.498779	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 14	Loss: 4367.477051	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 15	Loss: 34946.675781	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 16	Loss: 2837.506592	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 17	Loss: 3444.143799	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 18	Loss: 1816.169556	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 19	Loss: 1208.916138	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 20	Loss: 50846.171875	Accuracy: 0.200	 Current training data per class: 80
