Train Episode: 1	Loss: 1.171143	Accuracy: 0.540	 Current training data: 70
Train Episode: 2	Loss: 1.044882	Accuracy: 0.590	 Current training data: 70
Train Episode: 3	Loss: 1.056131	Accuracy: 0.810	 Current training data: 70
Train Episode: 4	Loss: 1.561250	Accuracy: 0.360	 Current training data: 70
Train Episode: 5	Loss: 1.074422	Accuracy: 0.700	 Current training data: 70
Train Episode: 6	Loss: 1.382967	Accuracy: 0.380	 Current training data: 70
Train Episode: 7	Loss: 1.058679	Accuracy: 0.560	 Current training data: 70
Train Episode: 8	Loss: 1.442224	Accuracy: 0.440	 Current training data: 70
Train Episode: 9	Loss: 1.354054	Accuracy: 0.360	 Current training data: 70
Train Episode: 10	Loss: 0.804094	Accuracy: 0.740	 Current training data: 70
Train Episode: 11	Loss: 1.282670	Accuracy: 0.580	 Current training data: 70
Train Episode: 12	Loss: 1.376261	Accuracy: 0.360	 Current training data: 70
Train Episode: 13	Loss: 1.223146	Accuracy: 0.460	 Current training data: 70
Train Episode: 14	Loss: 1.223327	Accuracy: 0.520	 Current training data: 70
Train Episode: 15	Loss: 1.059664	Accuracy: 0.600	 Current training data: 70
Train Episode: 16	Loss: 1.136977	Accuracy: 0.430	 Current training data: 70
Train Episode: 17	Loss: 0.934350	Accuracy: 0.770	 Current training data: 70
Train Episode: 18	Loss: 1.377011	Accuracy: 0.440	 Current training data: 70
Train Episode: 19	Loss: 1.404622	Accuracy: 0.480	 Current training data: 70
Train Episode: 20	Loss: 1.240531	Accuracy: 0.510	 Current training data: 70
