Train Episode: 1	Loss: 1.333648	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 2	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 3	Loss: 1.936539	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 4	Loss: 1.427917	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 5	Loss: 1.452042	Accuracy: 0.310	 Current training data per class: 70
Train Episode: 6	Loss: 1.675383	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 7	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 8	Loss: 2.973468	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 9	Loss: 3.532753	Accuracy: 0.050	 Current training data per class: 70
Train Episode: 10	Loss: 1.709035	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 12	Loss: 3.348544	Accuracy: 0.090	 Current training data per class: 70
Train Episode: 13	Loss: 3.288436	Accuracy: 0.270	 Current training data per class: 70
Train Episode: 14	Loss: 1.765113	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 15	Loss: 1.716774	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 16	Loss: 3.850148	Accuracy: 0.120	 Current training data per class: 70
Train Episode: 17	Loss: 1.756592	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 18	Loss: 3.850148	Accuracy: 0.440	 Current training data per class: 70
Train Episode: 19	Loss: 1.706360	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 20	Loss: 3.850148	Accuracy: 0.010	 Current training data per class: 70
