Train Episode: 1	Loss: 0.246481	Accuracy: 0.920	 Current training data per class: 150
Train Episode: 2	Loss: 0.547270	Accuracy: 0.770	 Current training data per class: 150
Train Episode: 3	Loss: 0.520757	Accuracy: 0.860	 Current training data per class: 150
Train Episode: 4	Loss: 0.588775	Accuracy: 0.810	 Current training data per class: 150
Train Episode: 5	Loss: 0.352439	Accuracy: 0.880	 Current training data per class: 150
Train Episode: 6	Loss: 0.186235	Accuracy: 0.950	 Current training data per class: 150
Train Episode: 7	Loss: 0.377297	Accuracy: 0.860	 Current training data per class: 150
Train Episode: 8	Loss: 0.609446	Accuracy: 0.880	 Current training data per class: 150
Train Episode: 9	Loss: 0.526681	Accuracy: 0.880	 Current training data per class: 150
Train Episode: 10	Loss: 0.587722	Accuracy: 0.830	 Current training data per class: 150
Train Episode: 11	Loss: 0.548741	Accuracy: 0.830	 Current training data per class: 150
Train Episode: 12	Loss: 0.534131	Accuracy: 0.890	 Current training data per class: 150
Train Episode: 13	Loss: 0.459157	Accuracy: 0.790	 Current training data per class: 150
Train Episode: 14	Loss: 0.506657	Accuracy: 0.890	 Current training data per class: 150
Train Episode: 15	Loss: 0.487453	Accuracy: 0.890	 Current training data per class: 150
Train Episode: 16	Loss: 0.285193	Accuracy: 0.880	 Current training data per class: 150
Train Episode: 17	Loss: 0.367907	Accuracy: 0.890	 Current training data per class: 150
Train Episode: 18	Loss: 1.291063	Accuracy: 0.740	 Current training data per class: 150
Train Episode: 19	Loss: 0.607922	Accuracy: 0.830	 Current training data per class: 150
Train Episode: 20	Loss: 0.243617	Accuracy: 0.950	 Current training data per class: 150
