Train Episode: 1	Loss: 3.065794	Accuracy: 0.040	Current Training Data Per Class 1: 19	Loss 2: 1.885854	Accuracy 2: 0.250	Current Training Data Per Class 2: 16	 Total loss: 2.475824	 Total Accuracy: 0.145
Train Episode: 2	Loss: 3.623187	Accuracy: 0.170	Current Training Data Per Class 1: 28	Loss 2: 1.747481	Accuracy 2: 0.510	Current Training Data Per Class 2: 20	 Total loss: 2.685334	 Total Accuracy: 0.340
Train Episode: 3	Loss: 5.855562	Accuracy: 0.000	Current Training Data Per Class 1: 36	Loss 2: 0.922880	Accuracy 2: 0.790	Current Training Data Per Class 2: 31	 Total loss: 3.389221	 Total Accuracy: 0.395
Train Episode: 4	Loss: 6.740642	Accuracy: 0.000	Current Training Data Per Class 1: 19	Loss 2: 1.725225	Accuracy 2: 0.410	Current Training Data Per Class 2: 29	 Total loss: 4.232934	 Total Accuracy: 0.205
Train Episode: 5	Loss: 4.354247	Accuracy: 0.000	Current Training Data Per Class 1: 15	Loss 2: 1.434579	Accuracy 2: 0.640	Current Training Data Per Class 2: 36	 Total loss: 2.894413	 Total Accuracy: 0.320
Train Episode: 6	Loss: 1.470910	Accuracy: 0.450	Current Training Data Per Class 1: 15	Loss 2: 6.507395	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 3.989152	 Total Accuracy: 0.225
Train Episode: 7	Loss: 4.398831	Accuracy: 0.000	Current Training Data Per Class 1: 32	Loss 2: 2.156601	Accuracy 2: 0.410	Current Training Data Per Class 2: 26	 Total loss: 3.277716	 Total Accuracy: 0.205
Train Episode: 8	Loss: 2.384808	Accuracy: 0.280	Current Training Data Per Class 1: 6	Loss 2: 3.570878	Accuracy 2: 0.000	Current Training Data Per Class 2: 37	 Total loss: 2.977843	 Total Accuracy: 0.140
Train Episode: 9	Loss: 2.670134	Accuracy: 0.220	Current Training Data Per Class 1: 5	Loss 2: 4.200159	Accuracy 2: 0.000	Current Training Data Per Class 2: 8	 Total loss: 3.435146	 Total Accuracy: 0.110
Train Episode: 10	Loss: 4.131958	Accuracy: 0.000	Current Training Data Per Class 1: 6	Loss 2: 2.768122	Accuracy 2: 0.200	Current Training Data Per Class 2: 16	 Total loss: 3.450040	 Total Accuracy: 0.100
Train Episode: 11	Loss: 4.596056	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 1.324487	Accuracy 2: 0.660	Current Training Data Per Class 2: 31	 Total loss: 2.960272	 Total Accuracy: 0.330
Train Episode: 12	Loss: 1.890286	Accuracy: 0.310	Current Training Data Per Class 1: 31	Loss 2: 8.179147	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 5.034716	 Total Accuracy: 0.155
Train Episode: 13	Loss: 3.954762	Accuracy: 0.200	Current Training Data Per Class 1: 26	Loss 2: 3.973309	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 3.964036	 Total Accuracy: 0.100
Train Episode: 14	Loss: 4.037669	Accuracy: 0.000	Current Training Data Per Class 1: 14	Loss 2: 3.838310	Accuracy 2: 0.200	Current Training Data Per Class 2: 34	 Total loss: 3.937990	 Total Accuracy: 0.100
Train Episode: 15	Loss: 4.032856	Accuracy: 0.200	Current Training Data Per Class 1: 26	Loss 2: 4.124125	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 4.078490	 Total Accuracy: 0.100
Train Episode: 16	Loss: 3.956189	Accuracy: 0.200	Current Training Data Per Class 1: 21	Loss 2: 4.003814	Accuracy 2: 0.000	Current Training Data Per Class 2: 23	 Total loss: 3.980001	 Total Accuracy: 0.100
Train Episode: 17	Loss: 4.036966	Accuracy: 0.000	Current Training Data Per Class 1: 13	Loss 2: 3.997237	Accuracy 2: 0.000	Current Training Data Per Class 2: 33	 Total loss: 4.017102	 Total Accuracy: 0.000
Train Episode: 18	Loss: 4.056661	Accuracy: 0.000	Current Training Data Per Class 1: 26	Loss 2: 3.946122	Accuracy 2: 0.200	Current Training Data Per Class 2: 25	 Total loss: 4.001391	 Total Accuracy: 0.100
Train Episode: 19	Loss: 4.064437	Accuracy: 0.000	Current Training Data Per Class 1: 23	Loss 2: 3.953430	Accuracy 2: 0.200	Current Training Data Per Class 2: 34	 Total loss: 4.008934	 Total Accuracy: 0.100
Train Episode: 20	Loss: 4.002176	Accuracy: 0.000	Current Training Data Per Class 1: 21	Loss 2: 4.029323	Accuracy 2: 0.000	Current Training Data Per Class 2: 8	 Total loss: 4.015749	 Total Accuracy: 0.000
Train Episode: 21	Loss: 4.067521	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 4.025160	Accuracy 2: 0.000	Current Training Data Per Class 2: 34	 Total loss: 4.046340	 Total Accuracy: 0.000
Train Episode: 22	Loss: 3.985129	Accuracy: 0.000	Current Training Data Per Class 1: 13	Loss 2: 4.045338	Accuracy 2: 0.000	Current Training Data Per Class 2: 36	 Total loss: 4.015234	 Total Accuracy: 0.000
Train Episode: 23	Loss: 4.079954	Accuracy: 0.000	Current Training Data Per Class 1: 29	Loss 2: 3.971807	Accuracy 2: 0.200	Current Training Data Per Class 2: 20	 Total loss: 4.025881	 Total Accuracy: 0.100
Train Episode: 24	Loss: 3.984192	Accuracy: 0.200	Current Training Data Per Class 1: 37	Loss 2: 3.985574	Accuracy 2: 0.000	Current Training Data Per Class 2: 33	 Total loss: 3.984883	 Total Accuracy: 0.100
Train Episode: 25	Loss: 4.019038	Accuracy: 0.000	Current Training Data Per Class 1: 24	Loss 2: 4.110138	Accuracy 2: 0.000	Current Training Data Per Class 2: 13	 Total loss: 4.064588	 Total Accuracy: 0.000
Train Episode: 26	Loss: 3.970521	Accuracy: 0.200	Current Training Data Per Class 1: 34	Loss 2: 4.144588	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 4.057554	 Total Accuracy: 0.100
Train Episode: 27	Loss: 4.032934	Accuracy: 0.000	Current Training Data Per Class 1: 7	Loss 2: 4.090768	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 4.061851	 Total Accuracy: 0.000
Train Episode: 28	Loss: 4.144232	Accuracy: 0.000	Current Training Data Per Class 1: 25	Loss 2: 3.993429	Accuracy 2: 0.200	Current Training Data Per Class 2: 7	 Total loss: 4.068830	 Total Accuracy: 0.100
Train Episode: 29	Loss: 4.023322	Accuracy: 0.200	Current Training Data Per Class 1: 27	Loss 2: 4.088661	Accuracy 2: 0.000	Current Training Data Per Class 2: 16	 Total loss: 4.055991	 Total Accuracy: 0.100
Train Episode: 30	Loss: 4.061177	Accuracy: 0.000	Current Training Data Per Class 1: 31	Loss 2: 4.026947	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 4.044062	 Total Accuracy: 0.000
Train Episode: 31	Loss: 4.077524	Accuracy: 0.200	Current Training Data Per Class 1: 9	Loss 2: 4.051844	Accuracy 2: 0.000	Current Training Data Per Class 2: 22	 Total loss: 4.064684	 Total Accuracy: 0.100
Train Episode: 32	Loss: 4.101633	Accuracy: 0.000	Current Training Data Per Class 1: 30	Loss 2: 4.032576	Accuracy 2: 0.000	Current Training Data Per Class 2: 22	 Total loss: 4.067104	 Total Accuracy: 0.000
Train Episode: 33	Loss: 4.081607	Accuracy: 0.000	Current Training Data Per Class 1: 28	Loss 2: 4.021592	Accuracy 2: 0.200	Current Training Data Per Class 2: 9	 Total loss: 4.051600	 Total Accuracy: 0.100
Train Episode: 34	Loss: 4.098814	Accuracy: 0.000	Current Training Data Per Class 1: 37	Loss 2: 4.098870	Accuracy 2: 0.000	Current Training Data Per Class 2: 21	 Total loss: 4.098842	 Total Accuracy: 0.000
Train Episode: 35	Loss: 4.039217	Accuracy: 0.000	Current Training Data Per Class 1: 13	Loss 2: 4.091455	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 4.065335	 Total Accuracy: 0.000
Train Episode: 36	Loss: 4.049301	Accuracy: 0.000	Current Training Data Per Class 1: 19	Loss 2: 4.120636	Accuracy 2: 0.000	Current Training Data Per Class 2: 17	 Total loss: 4.084969	 Total Accuracy: 0.000
Train Episode: 37	Loss: 4.046182	Accuracy: 0.200	Current Training Data Per Class 1: 28	Loss 2: 4.122496	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 4.084339	 Total Accuracy: 0.100
Train Episode: 38	Loss: 4.089025	Accuracy: 0.200	Current Training Data Per Class 1: 27	Loss 2: 4.077535	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 4.083280	 Total Accuracy: 0.100
Train Episode: 39	Loss: 4.089763	Accuracy: 0.000	Current Training Data Per Class 1: 17	Loss 2: 4.060362	Accuracy 2: 0.000	Current Training Data Per Class 2: 33	 Total loss: 4.075062	 Total Accuracy: 0.000
Train Episode: 40	Loss: 4.088443	Accuracy: 0.000	Current Training Data Per Class 1: 29	Loss 2: 4.060137	Accuracy 2: 0.000	Current Training Data Per Class 2: 6	 Total loss: 4.074290	 Total Accuracy: 0.000
Train Episode: 41	Loss: 4.140183	Accuracy: 0.000	Current Training Data Per Class 1: 27	Loss 2: 3.971767	Accuracy 2: 0.200	Current Training Data Per Class 2: 29	 Total loss: 4.055975	 Total Accuracy: 0.100
