Train Episode: 1	Loss: 1.612389	Accuracy: 0.300	 Current training data per class: 10
Train Episode: 2	Loss: 1.602083	Accuracy: 0.250	 Current training data per class: 10
Train Episode: 3	Loss: 1.651711	Accuracy: 0.140	 Current training data per class: 10
Train Episode: 4	Loss: 1.358389	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 5	Loss: 1.815676	Accuracy: 0.250	 Current training data per class: 10
Train Episode: 6	Loss: 1.684385	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 7	Loss: 1.666377	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 8	Loss: 1.694239	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 9	Loss: 2.483233	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 10	Loss: 1.732620	Accuracy: 0.250	 Current training data per class: 10
Train Episode: 11	Loss: 2.336863	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 12	Loss: 1.237529	Accuracy: 0.420	 Current training data per class: 10
Train Episode: 13	Loss: 3.783101	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 14	Loss: 1.862487	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 15	Loss: 1.726880	Accuracy: 0.160	 Current training data per class: 10
Train Episode: 16	Loss: 1.688099	Accuracy: 0.310	 Current training data per class: 10
Train Episode: 17	Loss: 1.378056	Accuracy: 0.490	 Current training data per class: 10
Train Episode: 18	Loss: 1.452998	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 19	Loss: 1.670438	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 20	Loss: 1.553159	Accuracy: 0.220	 Current training data per class: 10
