Runner Episode: 1	Loss: 3.806050	Accuracy: 0.120 	 Current Training Data Per Class: 0
Runner Episode: 2	Loss: 3.925009	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 3	Loss: 3.859120	Accuracy: 0.100 	 Current Training Data Per Class: 0
Runner Episode: 4	Loss: 3.706086	Accuracy: 0.160 	 Current Training Data Per Class: 0
Runner Episode: 5	Loss: 3.734559	Accuracy: 0.140 	 Current Training Data Per Class: 0
Runner Episode: 6	Loss: 3.848376	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 7	Loss: 3.873964	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 8	Loss: 3.872388	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 9	Loss: 3.864319	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 10	Loss: 3.823083	Accuracy: 0.030 	 Current Training Data Per Class: 0
Runner Episode: 11	Loss: 3.882329	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 12	Loss: 3.708800	Accuracy: 0.020 	 Current Training Data Per Class: 0
Runner Episode: 13	Loss: 3.935628	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 14	Loss: 3.978278	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 15	Loss: 3.849897	Accuracy: 0.040 	 Current Training Data Per Class: 0
Runner Episode: 16	Loss: 3.853174	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 17	Loss: 3.942615	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 18	Loss: 3.905910	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 19	Loss: 3.841012	Accuracy: 0.080 	 Current Training Data Per Class: 0
Runner Episode: 20	Loss: 3.883986	Accuracy: 0.000 	 Current Training Data Per Class: 0
