Runner Episode: 1	Loss: 2.149628	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 2	Loss: 2.199839	Accuracy: 0.280 	 Current Training Data Per Class: 5
Runner Episode: 3	Loss: 2.356411	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 4	Loss: 2.878303	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 5	Loss: 1.938542	Accuracy: 0.250 	 Current Training Data Per Class: 5
Runner Episode: 6	Loss: 2.275751	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 7	Loss: 2.464837	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 8	Loss: 2.816868	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 9	Loss: 2.098248	Accuracy: 0.250 	 Current Training Data Per Class: 5
Runner Episode: 10	Loss: 2.403289	Accuracy: 0.190 	 Current Training Data Per Class: 5
Runner Episode: 11	Loss: 2.621579	Accuracy: 0.230 	 Current Training Data Per Class: 5
Runner Episode: 12	Loss: 1.454504	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 13	Loss: 1.903557	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 14	Loss: 1.895118	Accuracy: 0.250 	 Current Training Data Per Class: 5
Runner Episode: 15	Loss: 2.365121	Accuracy: 0.190 	 Current Training Data Per Class: 5
Runner Episode: 16	Loss: 2.228698	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 17	Loss: 2.498212	Accuracy: 0.230 	 Current Training Data Per Class: 5
Runner Episode: 18	Loss: 2.381693	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 19	Loss: 3.447188	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 20	Loss: 2.853950	Accuracy: 0.150 	 Current Training Data Per Class: 5
