Train Episode: 1	Loss: 2.508728	Accuracy: 0.210	 Current training data per class: 60
Train Episode: 2	Loss: 1.976696	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 3	Loss: 1.686884	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 4	Loss: 1.529930	Accuracy: 0.400	 Current training data per class: 60
Train Episode: 5	Loss: 1.630780	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 6	Loss: 1.624154	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 7	Loss: 1.377778	Accuracy: 0.370	 Current training data per class: 60
Train Episode: 8	Loss: 1.475823	Accuracy: 0.320	 Current training data per class: 60
Train Episode: 9	Loss: 1.822340	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 10	Loss: 1.569805	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 11	Loss: 1.756066	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 12	Loss: 25.225935	Accuracy: 0.510	 Current training data per class: 60
Train Episode: 13	Loss: 6.733150	Accuracy: 0.350	 Current training data per class: 60
Train Episode: 14	Loss: 1.868530	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 15	Loss: 1.786292	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 16	Loss: 1.933006	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 17	Loss: 4.734847	Accuracy: 0.340	 Current training data per class: 60
Train Episode: 18	Loss: 5.100126	Accuracy: 0.260	 Current training data per class: 60
Train Episode: 19	Loss: 1.781991	Accuracy: 0.200	 Current training data per class: 60
Train Episode: 20	Loss: 1.524846	Accuracy: 0.200	 Current training data per class: 60
