Train Episode: 1	Loss: 1.435043	Accuracy: 0.560	 Current training data: 40	Loss 2: 0.624585	Accuracy 2: 0.780
Train Episode: 2	Loss: 1.282820	Accuracy: 0.580	 Current training data: 40	Loss 2: 0.889277	Accuracy 2: 0.620
Train Episode: 3	Loss: 2.476546	Accuracy: 0.220	 Current training data: 40	Loss 2: 0.773215	Accuracy 2: 0.660
Train Episode: 4	Loss: 4.219933	Accuracy: 0.000	 Current training data: 40	Loss 2: 0.882436	Accuracy 2: 0.660
Train Episode: 5	Loss: 3.800761	Accuracy: 0.020	 Current training data: 40	Loss 2: 0.574899	Accuracy 2: 0.800
Train Episode: 6	Loss: 2.153934	Accuracy: 0.270	 Current training data: 40	Loss 2: 0.707740	Accuracy 2: 0.750
Train Episode: 7	Loss: 3.319457	Accuracy: 0.030	 Current training data: 40	Loss 2: 0.093373	Accuracy 2: 0.970
Train Episode: 8	Loss: 3.596248	Accuracy: 0.220	 Current training data: 40	Loss 2: 0.178317	Accuracy 2: 0.960
Train Episode: 9	Loss: 2.409554	Accuracy: 0.240	 Current training data: 40	Loss 2: 0.464957	Accuracy 2: 0.860
Train Episode: 10	Loss: 2.792346	Accuracy: 0.180	 Current training data: 40	Loss 2: 0.288685	Accuracy 2: 0.900
Train Episode: 11	Loss: 4.428893	Accuracy: 0.000	 Current training data: 40	Loss 2: 0.648319	Accuracy 2: 0.700
Train Episode: 12	Loss: 5.415377	Accuracy: 0.000	 Current training data: 40	Loss 2: 0.409750	Accuracy 2: 0.800
Train Episode: 13	Loss: 4.901363	Accuracy: 0.040	 Current training data: 40	Loss 2: 0.740714	Accuracy 2: 0.660
Train Episode: 14	Loss: 2.474075	Accuracy: 0.330	 Current training data: 40	Loss 2: 0.302404	Accuracy 2: 0.890
Train Episode: 15	Loss: 6.679712	Accuracy: 0.050	 Current training data: 40	Loss 2: 0.226608	Accuracy 2: 0.890
Train Episode: 16	Loss: 2.888083	Accuracy: 0.030	 Current training data: 40	Loss 2: 0.509762	Accuracy 2: 0.710
Train Episode: 17	Loss: 4.130164	Accuracy: 0.080	 Current training data: 40	Loss 2: 0.305092	Accuracy 2: 0.910
Train Episode: 18	Loss: 5.019820	Accuracy: 0.020	 Current training data: 40	Loss 2: 0.168410	Accuracy 2: 0.910
Train Episode: 19	Loss: 3.229165	Accuracy: 0.000	 Current training data: 40	Loss 2: 0.632439	Accuracy 2: 0.860
Train Episode: 20	Loss: 3.132319	Accuracy: 0.170	 Current training data: 40	Loss 2: 0.583076	Accuracy 2: 0.720
