Train Episode: 1	Loss: 0.686952	Accuracy: 0.550	 Current training data: 90
Train Episode: 2	Loss: 0.727177	Accuracy: 0.500	 Current training data: 90
Train Episode: 3	Loss: 0.714889	Accuracy: 0.500	 Current training data: 90
Train Episode: 4	Loss: 0.681769	Accuracy: 0.625	 Current training data: 90
Train Episode: 5	Loss: 0.715262	Accuracy: 0.500	 Current training data: 90
Train Episode: 6	Loss: 0.688415	Accuracy: 0.500	 Current training data: 90
Train Episode: 7	Loss: 0.702255	Accuracy: 0.500	 Current training data: 90
Train Episode: 8	Loss: 0.686092	Accuracy: 0.500	 Current training data: 90
Train Episode: 9	Loss: 0.697912	Accuracy: 0.525	 Current training data: 90
Train Episode: 10	Loss: 0.701016	Accuracy: 0.500	 Current training data: 90
Train Episode: 11	Loss: 0.788772	Accuracy: 0.500	 Current training data: 90
Train Episode: 12	Loss: 0.731821	Accuracy: 0.500	 Current training data: 90
Train Episode: 13	Loss: 0.719803	Accuracy: 0.400	 Current training data: 90
Train Episode: 14	Loss: 0.694863	Accuracy: 0.500	 Current training data: 90
Train Episode: 15	Loss: 0.693113	Accuracy: 0.500	 Current training data: 90
Train Episode: 16	Loss: 0.701049	Accuracy: 0.500	 Current training data: 90
Train Episode: 17	Loss: 0.693338	Accuracy: 0.500	 Current training data: 90
Train Episode: 18	Loss: 0.705588	Accuracy: 0.500	 Current training data: 90
Train Episode: 19	Loss: 0.696804	Accuracy: 0.500	 Current training data: 90
Train Episode: 20	Loss: 0.697740	Accuracy: 0.600	 Current training data: 90
