Train Episode: 1	Loss: 13008.298828	Accuracy: 0.400	 Current training data per class: 180
Train Episode: 2	Loss: 685.781555	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 3	Loss: 20310.253906	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 4	Loss: 1860.538330	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 180
Train Episode: 6	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 180
Train Episode: 8	Loss: 47994220.000000	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 9	Loss: 7484.861328	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 10	Loss: 11028.339844	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 11	Loss: 14677.172852	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 12	Loss: 4048050.500000	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 13	Loss: 3374.792236	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 14	Loss: 2864.623047	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 15	Loss: 6001.590820	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 16	Loss: 11760.330078	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 17	Loss: 3711.201172	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 18	Loss: 911.783752	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 19	Loss: 1399.922485	Accuracy: 0.200	 Current training data per class: 180
Train Episode: 20	Loss: 5553.216309	Accuracy: 0.200	 Current training data per class: 180
