Train Episode: 1	Loss: 6.368983	Accuracy: 0.310	 Current training data per class: 5
Train Episode: 2	Loss: 3.850148	Accuracy: 0.180	 Current training data per class: 5
Train Episode: 3	Loss: 2.712733	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 4	Loss: 2.514185	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 5	Loss: 4.522528	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 6	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 7	Loss: 57.612461	Accuracy: 0.210	 Current training data per class: 5
Train Episode: 8	Loss: 2.474036	Accuracy: 0.210	 Current training data per class: 5
Train Episode: 9	Loss: 2.468568	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 10	Loss: 2.821881	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 11	Loss: 2.139903	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 12	Loss: 2.027282	Accuracy: 0.230	 Current training data per class: 5
Train Episode: 13	Loss: 3.270789	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 14	Loss: 2.041417	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 15	Loss: 2.488897	Accuracy: 0.140	 Current training data per class: 5
Train Episode: 16	Loss: 2.655835	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 17	Loss: 2.776890	Accuracy: 0.200	 Current training data per class: 5
Train Episode: 18	Loss: 3.346057	Accuracy: 0.400	 Current training data per class: 5
Train Episode: 19	Loss: 4.760327	Accuracy: 0.110	 Current training data per class: 5
Train Episode: 20	Loss: 2.589331	Accuracy: 0.400	 Current training data per class: 5
