Train Episode: 1	Loss: 0.485054	Accuracy: 0.790	 Current training data: 170
Train Episode: 2	Loss: 0.297756	Accuracy: 0.920	 Current training data: 170
Train Episode: 3	Loss: 0.140502	Accuracy: 0.950	 Current training data: 170
Train Episode: 4	Loss: 0.224735	Accuracy: 0.910	 Current training data: 170
Train Episode: 5	Loss: 0.034795	Accuracy: 0.980	 Current training data: 170
Train Episode: 6	Loss: 0.119301	Accuracy: 0.960	 Current training data: 170
Train Episode: 7	Loss: 0.150063	Accuracy: 0.930	 Current training data: 170
Train Episode: 8	Loss: 0.169562	Accuracy: 0.960	 Current training data: 170
Train Episode: 9	Loss: 0.293305	Accuracy: 0.920	 Current training data: 170
Train Episode: 10	Loss: 0.210669	Accuracy: 0.960	 Current training data: 170
Train Episode: 11	Loss: 0.091027	Accuracy: 0.980	 Current training data: 170
Train Episode: 12	Loss: 0.392214	Accuracy: 0.840	 Current training data: 170
Train Episode: 13	Loss: 0.159671	Accuracy: 0.940	 Current training data: 170
Train Episode: 14	Loss: 0.087449	Accuracy: 0.970	 Current training data: 170
Train Episode: 15	Loss: 0.140582	Accuracy: 0.980	 Current training data: 170
Train Episode: 16	Loss: 0.685383	Accuracy: 0.750	 Current training data: 170
Train Episode: 17	Loss: 0.039489	Accuracy: 0.990	 Current training data: 170
Train Episode: 18	Loss: 0.131153	Accuracy: 0.950	 Current training data: 170
Train Episode: 19	Loss: 0.156264	Accuracy: 0.970	 Current training data: 170
Train Episode: 20	Loss: 0.033134	Accuracy: 0.980	 Current training data: 170
