Train Episode: 1	Loss: 2.772628	Accuracy: 0.280	 Current training data per class: 150
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 150
Train Episode: 3	Loss: 1.624708	Accuracy: 0.220	 Current training data per class: 150
Train Episode: 4	Loss: 1.360902	Accuracy: 0.400	 Current training data per class: 150
Train Episode: 5	Loss: 1.622262	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 6	Loss: 1.715019	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 7	Loss: 1.613414	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 8	Loss: 1.624730	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 9	Loss: 6.505537	Accuracy: 0.090	 Current training data per class: 150
Train Episode: 10	Loss: 3.124099	Accuracy: 0.290	 Current training data per class: 150
Train Episode: 11	Loss: 1.669169	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 12	Loss: 1.705490	Accuracy: 0.520	 Current training data per class: 150
Train Episode: 13	Loss: 1.634193	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 14	Loss: 1.614605	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 15	Loss: 1.560156	Accuracy: 0.240	 Current training data per class: 150
Train Episode: 16	Loss: 1.637344	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 17	Loss: 1.623049	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 18	Loss: 1.386018	Accuracy: 0.400	 Current training data per class: 150
Train Episode: 19	Loss: 1.613216	Accuracy: 0.200	 Current training data per class: 150
Train Episode: 20	Loss: 1.369662	Accuracy: 0.400	 Current training data per class: 150
